#Step v_T_r Volume TotEng PotEng 
       0    299.82846    2933.9397   -9.0411675   -9.9346494 
   10000    310.88027    2927.1689   -9.0344423   -9.9608583 
   20000    298.29442    2931.5654   -9.0562347   -9.9451451 
   30000    306.04146    2937.7472   -9.0063171   -9.9183135 
   40000    306.72667    2930.4223    -9.030789   -9.9448274 
   50000    308.64669    2920.6018   -9.0258883   -9.9456483 
   60000    309.15014    2945.9284   -9.0117119   -9.9329721 
   70000    308.43396    2943.4782   -9.0017018   -9.9208278 
   80000    302.88598    2948.7382   -9.0431475   -9.9457407 
   90000    318.31936    2949.1939   -8.9726779   -9.9212622 
  100000    311.69765     2940.484   -9.0004998   -9.9293516 
  110000    308.36096      2931.08   -9.0146503   -9.9335588 
  120000    302.40596    2934.9149   -9.0156479   -9.9168106 
  130000    305.10261    2938.5599   -9.0099434   -9.9191421 
  140000    314.55077    2930.7187   -8.9865855   -9.9239395 
  150000    310.79183     2953.174    -8.977316   -9.9034685 
  160000    317.73929     2928.429   -8.9566605   -9.9035162 
  170000    315.46091     2948.483   -8.9793858    -9.919452 
  180000    316.99961    2924.3089   -8.9808195    -9.925471 
  190000    320.71036    2931.1749   -8.9289104   -9.8846198 
  200000    316.03381    2936.2198   -8.9427262   -9.8844996 
  210000    311.54561    2935.7098   -8.9925761   -9.9209747 
  220000    313.66135    2944.9371   -8.9527479   -9.8874514 
  230000    312.49841    2938.7003   -8.9640561   -9.8952941 
  240000    321.58822    2945.2516    -8.937233   -9.8955584 
  250000    314.74197    2962.1347   -8.9120886   -9.8500124 
  260000    319.13839    2933.6691   -8.9298735   -9.8808985 
  270000    325.96652    2951.0749   -8.8954088   -9.8667815 
  280000    324.39392    2947.7651   -8.8985126   -9.8651989 
  290000     321.9363    2957.1137   -8.8991322   -9.8584949 
  300000    328.81801    2949.9459   -8.8784213   -9.8582913 
  310000    326.93696    2948.4652   -8.8938868   -9.8681513 
  320000    324.06951    2961.1873    -8.882241   -9.8479606 
  330000    332.07214    2941.3784   -8.8668998   -9.8564671 
  340000    331.99064    2942.5466   -8.8513653   -9.8406897 
  350000    320.77864    2981.2218   -8.8967221    -9.852635 
  360000    328.48918    2969.3009   -8.8481343   -9.8270244 
  370000    338.13411    2936.5782   -8.8527864   -9.8604182 
  380000    333.79894    2951.3652   -8.8596244   -9.8543375 
  390000    324.07082    2954.5159   -8.8964472   -9.8621707 
  400000    330.80204    2946.6883   -8.8463241   -9.8321065 
  410000    342.51333    2956.1392   -8.8122035   -9.8328853 
  420000    326.95487    2966.5883   -8.8425162   -9.8168341 
  430000    346.20641    2949.3256   -8.7891523   -9.8208393 
  440000    328.99398    2962.8768   -8.8215836    -9.801978 
  450000    331.12784    2954.1974   -8.8235423   -9.8102956 
  460000    332.63839    2959.2531   -8.8258264   -9.8170811 
  470000    348.39382    2959.0467   -8.7996115   -9.8378169 
  480000    329.10797    2974.4976   -8.8402442   -9.8209783 
  490000    340.60204    2969.9873   -8.7882468   -9.8032329 
  500000    340.31155     2978.472   -8.7924886   -9.8066091 
  510000    339.57201    2960.1891   -8.8068151   -9.8187318 
  520000    338.63846    2952.6892   -8.8016198   -9.8107546 
  530000    340.47226    2963.5462    -8.779678   -9.7942774 
  540000    342.61487    2955.2454   -8.8113465   -9.8323309 
  550000    347.30529    2978.2126   -8.7370316   -9.7719933 
  560000    345.34774    2955.4478   -8.8075554   -9.8366836 
  570000    341.88969    2969.4873   -8.7649442   -9.7837675 
  580000    344.34086    2971.0031     -8.74919   -9.7753178 
  590000    350.80783    2977.1202   -8.7319524   -9.7773516 
  600000    353.51715    2969.8554   -8.7527636   -9.8062365 
  610000    350.17436    2964.6587   -8.7498565    -9.793368 
  620000    348.84702    2977.8647   -8.7285848   -9.7681408 
  630000     350.6122    2954.0526   -8.7441001   -9.7889163 
  640000    351.40591    2976.8876   -8.7210386     -9.76822 
  650000    354.57325    2971.1086   -8.7306893   -9.7873094 
  660000    347.59892    2960.3952   -8.7391449   -9.7749816 
  670000    357.38418    2975.2197   -8.6970609   -9.7620574 
  680000    351.36765    2983.4142   -8.7067859   -9.7538534 
  690000    354.00608    2980.0667   -8.7149994   -9.7699293 
  700000    357.93717    2985.8739   -8.6783907   -9.7450352 
  710000      361.816    2988.0121   -8.6715498   -9.7497531 
  720000    358.53753     2980.861    -8.677299   -9.7457325 
  730000    359.03206    2959.9161   -8.6721936   -9.7421008 
  740000     349.6888    2983.4758   -8.7076118   -9.7496763 
  750000    357.01579    2992.2195   -8.6872579   -9.7511567 
  760000    354.40982    2981.8776   -8.6433349    -9.699468 
  770000    361.12046    2969.1922   -8.6471406   -9.7232712 
  780000    350.49681    2975.0066    -8.712062   -9.7565343 
  790000     364.9511     2970.244   -8.6231544   -9.7107002 
  800000    368.74827    2985.3926   -8.6086585   -9.7075198 
  810000    362.64816    2973.0711   -8.6648817   -9.7455647 
  820000    358.29452    2985.5445   -8.6481742   -9.7158835 
  830000     357.2062    3003.0734    -8.634845   -9.6993111 
  840000    363.04267      2984.11   -8.6642379   -9.7460966 
  850000    365.91967    2992.7737   -8.5920933   -9.6825254 
  860000    371.11553    2981.9295   -8.6096058   -9.7155215 
  870000    365.08585    3007.6134   -8.5950976   -9.6830449 
  880000    368.68594    2973.9993   -8.6163084    -9.714984 
  890000    359.66035    2983.9509   -8.6269494   -9.6987289 
  900000    369.95459    2991.1429   -8.5898986   -9.6923547 
  910000    368.52674    2996.6717   -8.6321942   -9.7303954 
  920000    364.61848    3008.2762   -8.5667971   -9.6533517 
  930000    373.67257    2994.0565   -8.5868756   -9.7004111 
  940000    368.50011    2980.0962   -8.5957204   -9.6938422 
  950000    378.09738    2997.9778   -8.5637123   -9.6904337 
  960000      368.294    2990.4874   -8.5670966   -9.6646042 
  970000    385.30082    2994.8168   -8.5094614   -9.6576489 
  980000    385.84711    2992.7607   -8.5447474   -9.6945628 
  990000    371.67397    3005.3003   -8.5547395   -9.6623193 
 1000000    373.07635    2990.1744   -8.5891544   -9.7009133 
 1010000    372.41593    2992.5126   -8.5728567   -9.6826475 
 1020000    375.85193    2987.0711   -8.5266361   -9.6466661 
 1030000     384.9291     3004.995   -8.5177582    -9.664838 
 1040000     383.2047    3004.8165   -8.5277049    -9.669646 
 1050000    379.69634    2994.9041   -8.5125307    -9.644017 
 1060000    378.38566    3004.2445   -8.5193593   -9.6469398 
 1070000    384.34746    3007.1799   -8.4767032   -9.6220497 
 1080000    384.08855    3004.7134   -8.5061663   -9.6507412 
 1090000    384.81809    3011.9265     -8.46417   -9.6109189 
 1100000    383.47153    2978.3268   -8.5630311   -9.7057673 
