 0, 615.56177,-3.2527859,-5.0874727, 1.8346868,-5.9399902,0.85251747, 9815.2637  0.023666562, 1.0188213
15280000, 218.00187,-7.2143501,-7.8641064,0.64975634,-8.2662657,0.40215927, 7723.1502,0.12854425, 1.2948084
15290000,  218.7542,-7.2005414,  -7.85254,0.65199864,-8.2523806,0.39984052, 7739.8537, 0.1097082, 1.2920141
15300000, 218.66531,-7.2027019,-7.8544356,0.65173372,-8.2543364,0.39990074,  7750.231  0.064593415, 1.2902841
15310000,  219.3569,-7.2130502,-7.8668452,0.65379502,-8.2750021, 0.4081569, 7719.2128,0.12398071, 1.2954689
15320000, 217.78579,-7.2059623,-7.8550746,0.64911231,-8.2552128,0.40013826, 7742.5431,0.12688666, 1.2915653
15330000, 217.24186, -7.203344,-7.8508351,0.64749111,-8.2560919,0.40525678, 7717.4098  0.086078949, 1.2957715
15340000, 218.52077,-7.2069247,-7.8582276,0.65130292,-8.2627056,0.40447802, 7716.8883,0.15778325, 1.2958591
15350000, 218.09937,-7.2134026,-7.8634496,0.65004693,-8.2605633,0.39711373, 7735.1039  0.076739174, 1.2928074
15360000, 217.42671, -7.205299,-7.8533411,0.64804205,-8.2597998,0.40645867, 7725.7703,0.12945367, 1.2943693
15370000, 214.80666,-7.2117762,-7.8520092,0.64023297,-8.2674174,0.41540814, 7736.8989 0.0042752961, 1.2925075
15380000, 218.28947,-7.2069618,-7.8575753,0.65061354,-8.2622941, 0.4047188, 7727.4986,0.10275514, 1.2940798
15390000, 218.44353,-7.2098169,-7.8608896, 0.6510727,-8.2651145,0.40422485, 7705.4184,0.19585533, 1.2977881
15400000, 216.10264,-7.2106469,-7.8547425,0.64409567,-8.2670982,0.41235571, 7724.1261,0.10869315, 1.2946448
15410000, 215.54545,-7.2159375,-7.8583725,0.64243495, -8.264563,0.40619053, 7724.5054  0.090673821, 1.2945813
15420000, 214.99983,-7.2282951,-7.8691038,0.64080874,-8.2785271,0.40942329, 7710.4767  0.080761588, 1.2969367
15430000, 218.41723,-7.2123156,-7.8633099,0.65099432,-8.2637206,0.40041069,7717.44,0.13396431, 1.2957665
15440000, 213.58999,-7.2332367,-7.8698434,0.63660668,-8.2790827,0.40923938, 7700.2432  0.092643961, 1.2986603
15450000, 216.60272,-7.2303517,-7.8759378,0.64558617,-8.2695391,0.39360124, 7726.7762,0.10074787, 1.2942008
15460000, 213.27148,-7.2334036,-7.8690609,0.63565736,-8.2652252,0.39616429, 7717.1588  0.089976174, 1.2958137
15470000, 213.33485,-7.2287694,-7.8646156,0.63584624,-8.2628339,0.39821829, 7711.0201,0.13046848, 1.2968453
15480000, 215.12931,-7.2181664, -7.859361,0.64119463,-8.2650381,0.40567707, 7706.1174,0.14676251, 1.2976703
15490000, 212.47017,-7.2503474,-7.8836165,0.63326907,-8.2875944,0.40397793, 7722.1547  0.019235658, 1.2949753
15500000, 216.59435,-7.2287747,-7.8743359, 0.6455612,-8.2794665,0.40513057, 7711.8266,0.12715575, 1.2967097
15510000, 212.98836,-7.2430227,-7.8778362,0.63481352,-8.2670489,0.38921265, 7709.7629, 0.1500043, 1.2970567
15520000, 214.37825,-7.2326316,-7.8715877,0.63895611,-8.2719861,0.40039841, 7732.8844 -0.0087614904, 1.2931785
15530000, 213.97302,-7.2408792,-7.8786275, 0.6377483,-8.2787962,0.40016875, 7708.6874,0.12547467, 1.2972377
15540000,  211.7469, -7.242692,-7.8738053,0.63111334,-8.2693029,0.39549764, 7734.1498  0.079730499, 1.2929669
15550000, 213.18188,-7.2324144,-7.8678047,0.63539032,-8.2661153,0.39831064, 7743.5855  0.072771088, 1.2913914
15560000, 214.82218,-7.2519073,-7.8921866,0.64027925,-8.2861562,0.39396962,  7729.694,0.10138423, 1.2937123
15570000, 210.98086,-7.2571689,-7.8859991,0.62883016,-8.2842588,0.39825972, 7715.8748,0.12893688, 1.2960293
15580000, 213.06646,-7.2456287, -7.880675,0.63504631,-8.2817381,0.40106309, 7716.0683,0.12781743, 1.2959968
15590000, 210.07405,-7.2713637,-7.8974911,0.62612739,-8.2914851,0.39399402, 7684.5556, 0.1713071, 1.3013114
15600000, 210.24835,-7.2623814,-7.8890283,0.62664691,-8.2871952,0.39816687, 7697.9201,0.10038103, 1.2990522
15610000,  209.4999,-7.2743528,-7.8987689,0.62441616,-8.2969346,0.39816569, 7718.3813,0.06690657, 1.2956084
15620000, 212.61726,-7.2679222,-7.9016297,0.63370747,-8.3027012,0.40107148, 7704.8626  0.073000379, 1.2978817
15630000, 209.46013,-7.2674215,-7.8917191, 0.6242976,-8.2907438,0.39902467, 7703.0551  0.083926856, 1.2981862
15640000, 210.47829, -7.263632,-7.8909642,0.62733224,-8.2851267,0.39416249, 7711.8617  0.098479091, 1.2967037
15650000, 208.34737,-7.2696621,-7.8906431,0.62098101,-8.2866982,0.39605516, 7685.0949,0.11254788, 1.3012201
15660000, 210.33728,-7.2676513,-7.8945632,0.62691195,-8.2837001,0.38913691, 7721.7972,0.04587312, 1.2950353
15670000, 208.52024,-7.2810377, -7.902534,0.62149625,-8.2895585,0.38702456, 7709.3701,0.14770313, 1.2971228
15680000, 210.02253,-7.2666737,-7.8926475,0.62597385,-8.2992357,0.40658816, 7693.6521,0.11322319, 1.2997728
15690000, 207.32738,-7.2787677,-7.8967086,0.61794092,-8.2922217,0.39551302,  7724.138  0.018613028, 1.2946428
15700000, 207.18845,-7.2745369,-7.8920637,0.61752684,-8.2884445,0.39638075, 7711.2688  0.075530578, 1.2968035
15710000, 209.25855,-7.2916177,-7.9153145, 0.6236968,-8.3148413,0.39952673, 7688.1552, 0.1440903, 1.3007021
15720000, 205.32545,-7.2893658,-7.9013399,0.61197417,-8.2984095,0.39706951, 7714.1863  0.072453378,  1.296313
15730000, 210.23322,-7.2783549,-7.9049567,0.62660181,-8.2987564,0.39379968, 7699.6012,0.09211967, 1.2987686
15740000, 205.49456,-7.2941993,-7.9066775, 0.6124782, -8.304692,0.39801452, 7690.9306,0.13160356, 1.3002328
15750000, 208.99991,-7.2924687,-7.9153946,0.62292591,-8.3124281,0.39703355, 7686.2544  0.073890257, 1.3010238
15760000, 203.10871,-7.3042909, -7.909658,0.60536715,-8.3047508,0.39509278, 7726.9958 -0.041861269,  1.294164
15770000, 205.11613,-7.3120198,-7.9233701,0.61135027, -8.317074,0.39370398, 7692.8051,0.12977521, 1.2999159
15780000, 206.14637,-7.2962146,-7.9106356,0.61442093,-8.2947768,0.38414124, 7714.1656  0.053168911, 1.2963165
15790000, 205.64329,-7.2974825, -7.910404, 0.6129215,-8.2993382,0.38893425, 7685.6901,0.16878775, 1.3011193
15800000, 206.31548,-7.2943327,-7.9092576,0.61492495,-8.3075121,0.39825446,  7711.448  0.081909577, 1.2967733
15810000, 208.17485,-7.2907934,-7.9112602,0.62046681,-8.3027672,0.39150701,  7693.571, 0.1171737, 1.2997865
15820000, 205.08169,-7.3011294, -7.912377,0.61124765, -8.304884,0.39250701, 7707.7239  0.032338907, 1.2973999
15830000, 206.35365,-7.2976251,-7.9126638,0.61503871,-8.3063138,0.39364999, 7703.0221, 0.1174381, 1.2981918
15840000, 204.81974,-7.2966286,-7.9070955, 0.6104669,-8.2991673,0.39207181, 7687.0904, 0.1429428, 1.3008823
15850000, 204.61266,-7.3098841,-7.9197338,0.60984968, -8.307024, 0.3872902,  7715.432  0.069982459, 1.2961037
15860000, 201.22772,-7.3182722,-7.9180331,0.59976085,-8.3064958, 0.3884627, 7709.2918  0.048629354,  1.297136
15870000, 202.58491,-7.3070498,-7.9108558,0.60380594,-8.3075527,0.39669697, 7698.2089  0.075743838, 1.2990035
15880000, 205.76009,-7.3023656,-7.9156352,0.61326962,-8.3023905,0.38675532, 7709.1428  0.085073853, 1.2971611
15890000, 205.61827,-7.2982046,-7.9110515,0.61284692,-8.3147881,0.40373663, 7676.1182,0.10417716, 1.3027418
15900000, 203.05794,-7.3044742,  -7.90969,0.60521582, -8.299046,0.38935598, 7687.9677,0.12301228, 1.3007339
15910000, 202.93972,-7.3241457,-7.9290092,0.60486348,-8.3148433,0.38583413, 7674.5311, 0.1888464, 1.3030112
15920000, 202.02406,-7.3259187,-7.9280531,0.60213435,-8.3188096,0.39075647, 7694.7158  0.069232736, 1.2995932
15930000, 203.52091,-7.3119642,  -7.91856,0.60659572,-8.3058401,0.38728011, 7700.4225, 0.1275409,1.29863
15940000, 201.82233,-7.3335714,-7.9351045,0.60153307,-8.3243867,0.38928218, 7666.5443,0.20407156, 1.3043687
15950000, 202.13651,-7.3342036,-7.9366731,0.60246949,-8.3243527,0.38767962, 7686.9274,0.11685374, 1.3009099
15960000, 200.39833,-7.3384035,-7.9356923,0.59728884,-8.3230927,0.38740041, 7670.1697,0.20873924, 1.3037521
15970000, 199.93968,-7.3392138,-7.9351356,0.59592184,-8.3248298,0.38969417, 7704.6394  0.068252835, 1.2979193
15980000, 200.75898,-7.3404041,-7.9387678,0.59836377,-8.3194652,0.38069737, 7689.2738,0.16405962, 1.3005129
15990000, 200.75643,-7.3364803,-7.9348364,0.59835615, -8.320605,0.38576858, 7705.0502  0.031226802, 1.2978501
16000000,  200.0376,-7.3406889,-7.9369025,0.59621368,-8.3192299,0.38232733, 7693.7439  0.094209662, 1.2997573
16010000, 196.38329,-7.3457636,-7.9310856,0.58532197,-8.3160671,0.38498153, 7685.4011,0.16443381, 1.3011683
16020000, 199.82403,-7.3505055,-7.9460827,0.59557714,-8.3221116,0.37602895, 7701.5309,0.13176462, 1.2984431
16030000,  197.4095,-7.3525927,-7.9409733, 0.5883806,-8.3267676,0.38579427, 7701.4444  0.063683524, 1.2984577
16040000, 196.80343,-7.3440349,-7.9306091, 0.5865742,-8.3092233,0.37861415,  7694.064,0.10926458, 1.2997032
16050000, 199.20319, -7.347978,-7.9417047,0.59372673,-8.3254378,0.38373308, 7707.1634  0.087838055, 1.2974942
16060000, 201.42834,-7.3320926,-7.9324514,0.60035879,-8.3217067,0.38925539, 7698.9148,0.07348295, 1.2988844
16070000, 199.92689,-7.3472682,-7.9431519, 0.5958837,-8.3227412,0.37958923, 7695.9946,0.11300594, 1.2993772
16080000, 198.54394,-7.3500471,-7.9418089,0.59176182,-8.3233125,0.38150361, 7707.5033  0.098502849,  1.297437
16090000, 198.25082,-7.3478801,-7.9387683,0.59088817,-8.3213532,0.38258494, 7705.7891  0.072126451, 1.2977256
16100000, 200.10959,-7.3528666,-7.9492948,0.59642823,-8.3407343,0.39143949, 7715.3327  0.020401787, 1.2961204
16110000, 198.17162,-7.3474574,-7.9381095,0.59065211,-8.3250235,0.38691402, 7705.0142  0.079544883, 1.2978561
16120000,  196.9425,-7.3607389,-7.9477276,0.58698871,-8.3346698,0.38694217, 7688.8899  0.086377572, 1.3005779
16130000, 200.56302,-7.3388077,-7.9365874, 0.5977797,-8.3214571,0.38486966, 7706.7428  0.083013399,  1.297565
16140000, 195.97773,-7.3664968,  -7.95061,0.58411322,-8.3436944,0.39308438, 7718.2072 -0.066186144, 1.2956377
16150000,  198.3308,-7.3559804, -7.947107,0.59112656,-8.3315775,0.38447053, 7710.5619,0.01625184, 1.2969223
16160000, 197.99387,-7.3641,-7.9542224,0.59012233,-8.3353952, 0.3811728, 7702.2745  0.095800448, 1.2983178
16170000, 200.03086,-7.3585067,-7.9547003, 0.5961936,-8.3273041,0.37260372, 7693.1268,0.13102461, 1.2998616
16180000, 198.29028,-7.3638106,-7.9548164,0.59100578,-8.3431333,0.38831689, 7681.6635  0.068142523, 1.3018014
16190000,  195.7495,-7.3715644,-7.9549973,0.58343296,-8.3354237,0.38042637, 7703.4552,0.10934315, 1.2981188
16200000, 196.99759,-7.3756012,-7.9627541,0.58715291,-8.3397101,0.37695599, 7693.9911  0.089487576, 1.2997156
16210000, 197.00745,-7.3742168,-7.9613991,0.58718229,-8.3326251,0.37122597, 7689.7958,0.14277621, 1.3004246
16220000,  196.9276,-7.3666143,-7.9535586, 0.5869443,-8.3296658,0.37610726, 7694.3821,0.11527037, 1.2996495
16230000, 193.95878,-7.3838073, -7.961903, 0.5780957, -8.335655,0.37375201, 7692.6644, 0.1027642, 1.2999397
16240000,  196.8645,-7.3795272,-7.9662835,0.58675624,-8.3433278,0.37704437, 7691.0026  0.098780946, 1.3002206
16250000, 194.58596,-7.3898715,-7.9698365,0.57996502,-8.3534774,0.38364091, 7689.8214  0.048983743, 1.3004203
16260000,  193.8799,-7.3878119,-7.9656725, 0.5778606,-8.3445826,0.37891012, 7690.5021  0.061436181, 1.3003052
16270000, 191.96622,-7.3843332,  -7.95649,0.57215688, -8.340539,0.38404895, 7667.1887,0.15673996,  1.304259
16280000,  193.0111,-7.3896956,-7.9649667,0.57527115,-8.3395077,0.37454092, 7682.9951,0.13652624, 1.3015757
16290000, 194.67359,-7.3842952,-7.9645214, 0.5802262,-8.3428901,0.37836869, 7696.1861  0.096783309, 1.2993449
16300000, 195.29141,-7.3891391,-7.9712067,0.58206761,-8.3490557,  0.377849, 7695.7459  0.085160672, 1.2994192
16310000, 194.66439, -7.382543,-7.9627418,0.58019879,-8.3305833, 0.3678415, 7703.7671  0.094109342, 1.2980662
16320000,  191.7862,-7.3993612,-7.9709815,0.57162031,-8.3427353,0.37175375,  7667.524,0.18772196,  1.304202
16330000,  194.0438,-7.3864165,-7.9647656,0.57834911,-8.3421565,0.37739084, 7668.5425,0.15829005, 1.3040288
16340000, 193.19053,-7.3959101,-7.9717161,0.57580593,-8.3513356, 0.3796195, 7676.2241,0.13392437, 1.3027238
16350000, 193.59189,-7.3976555,-7.9746577,0.57700219, -8.351893,0.37723526, 7681.3284  0.065390131, 1.3018582
16360000, 191.75609,-7.3943894,  -7.96592,0.57153057,-8.3386652,0.37274523, 7688.5689  0.096819727, 1.3006322
16370000,  193.0209,-7.3962466, -7.971547,0.57530036,-8.3441887,0.37264165, 7687.4367,0.10376021, 1.3008237
16380000, 191.14068,-7.4079494,-7.9776458,0.56969632,-8.3519451,0.37429934,  7701.042  0.030159274, 1.2985256
16390000, 189.38933,-7.4125536,-7.9770301,0.56447642,-8.3541982,0.37716812, 7694.3541  0.046461308, 1.2996542
16400000, 191.70914, -7.413284,-7.9846747,0.57139065,-8.3595271,0.37485243, 7687.5414,  0.111892,  1.300806
16410000, 191.46395,-7.4148574,-7.9855173,0.57065986, -8.362885,0.37736773, 7676.3606,0.13067319, 1.3027007
16420000, 190.42348,  -7.40398,-7.9715387,0.56755873, -8.349951,0.37841233, 7685.4472  0.071730941, 1.3011605
16430000, 187.03703,-7.4276185,-7.9850839,0.55746536,-8.3551053,0.37002141, 7688.8747  0.061821675, 1.3005804
16440000, 189.38222, -7.416955,-7.9814103,0.56445524,-8.3545753,0.37316502, 7692.5539  0.066168303, 1.2999584
16450000, 190.39254,-7.4132785,-7.9807451,0.56746651,-8.3520711,0.37132605, 7715.6368  0.033801326, 1.2960693
16460000, 185.89452,-7.4270946,-7.9811547,0.55406013,-8.3513662,0.37021152, 7692.4961,0.10897106, 1.2999682
16470000, 186.49941,-7.4263827,-7.9822457,  0.555863,-8.3675422, 0.3852965, 7696.2991  0.018054302, 1.2993258
16480000, 188.45075,-7.4233878,-7.9850668,0.56167897,-8.3605519,0.37548504, 7672.9565,0.18625036, 1.3032786
16490000, 187.51821,-7.4220229,-7.9809225,0.55889954,-8.3548694, 0.3739469, 7678.3502  0.069915122, 1.3023631
16500000, 191.17576,-7.4138945,-7.9836954,0.56980089,-8.3560471,0.37235168, 7694.7906  0.059630056, 1.2995805
16510000, 189.63418,-7.4172753,-7.9824816,0.56520621,-8.3566187,0.37413719, 7684.9531,0.10716025, 1.3012441
16520000, 189.22967,-7.4309909,-7.9949915,0.56400056,-8.3651752,0.37018376, 7708.7811  0.011909556, 1.2972219
16530000, 185.15362,-7.4430475,-7.9948994,0.55185185,-8.3641765,0.36927711, 7672.5322,0.15448466, 1.3033507
16540000, 187.17946,-7.4247341, -7.982624,0.55788989,-8.3586685, 0.3760445, 7690.4581,0.10051535, 1.3003127
16550000, 184.21398,-7.4423552,-7.9914064,0.54905126,-8.3616658,0.37025936, 7676.9567,0.09593354, 1.3025995
16560000,  185.8863,-7.4422763,-7.9963119,0.55403563,-8.3799832,0.38367124, 7678.4685  0.099984579,  1.302343
16570000, 187.30315,-7.4277441,-7.9860026,0.55825855,-8.3576562,0.37165357, 7656.8725, 0.1912099, 1.3060163
16580000, 185.65545,-7.4496252,-8.0029728,0.55334758,-8.3763182, 0.3733454, 7674.3114  0.083131177, 1.3030485
16590000, 186.29626, -7.435457,-7.9907145,0.55525752,-8.3612236, 0.3705091, 7670.9208  0.054297611, 1.3036245
16600000, 188.86201,-7.4329068,-7.9958116,0.56290475,-8.3691426,0.37333105, 7666.3991,0.15116693, 1.3043933
16610000, 184.65166, -7.441955,-7.9923108,0.55035575,-8.3707073,0.37839652, 7681.9851,0.12450609, 1.3017469
16620000, 184.71465, -7.445568,-7.9961115,0.55054351,-8.3673383,0.37122685, 7685.8787  0.043045655, 1.3010874
16630000, 182.64494,-7.4529943, -7.997369, 0.5443747,-8.3667411,0.36937205, 7682.0859,0.10758004, 1.3017298
16640000, 183.33584,-7.4489107,-7.9953447,0.54643395,-8.3729357,0.37759097, 7697.2349  0.078344498, 1.2991678
16650000,  184.7838,-7.4584167,-8.0091663,0.55074959,-8.3804333,0.37126699, 7691.2771  0.064238225, 1.3001742
16660000, 185.95124,-7.4389059, -7.993135,0.55422918,-8.3702156,0.37708057, 7654.7187,0.12860498, 1.3063837
16670000, 185.22889,-7.4504867,-8.0025629,0.55207619,-8.3724625,0.36989965, 7670.4076  0.099955572, 1.3037117
16680000, 182.00807,-7.4576375, -8.000114,0.54247652,-8.3742794,0.37416541, 7667.0895  0.079405029, 1.3042759
16690000, 184.87254,-7.4505415,-8.0015556,0.55101411, -8.372444,0.37088841, 7672.2915  0.048572523, 1.3033916
16700000, 183.25199,-7.4668567,-8.0130408,0.54618404,-8.3856428,0.37260207, 7682.6825  0.040671824, 1.3016287
16710000, 182.98844,-7.4631282,-8.0085268,0.54539852,-8.3790666,0.37053986, 7683.6993,0.11191474, 1.3014565
16720000, 184.96032,  -7.45194,-8.0032157,0.55127573,-8.3762999,0.37308422, 7682.5087  0.069314066, 1.3016581
16730000, 186.15774, -7.451018,-8.0058626,0.55484466,-8.3774897,0.37162705, 7668.2471,0.11194239,  1.304079
16740000,  181.8965,-7.4711405,-8.0132845,0.54214398,-8.3883673,0.37508287, 7675.2784  0.074172283, 1.3028843
16750000, 183.08956,-7.4633985,-8.0090984,0.54569991,-8.3773761,0.36827768, 7678.2436  0.097292466, 1.3023812
16760000, 184.03606, -7.466198, -8.014719,0.54852097,-8.3872771,0.37255815, 7687.4504  0.047746752, 1.3008214
16770000, 181.79365,-7.4672734,-8.0091108,0.54183745,-8.3799801,0.37086929, 7667.3309,0.11138103, 1.3042348
16780000, 181.42377,-7.4820894,-8.0228244,0.54073501,-8.3887066, 0.3658822, 7668.1241,0.11483573, 1.3040999
16790000, 180.08513, -7.478156,-8.0149012,0.53674518,-8.3840908,0.36918965, 7672.2332,0.09997786, 1.3034015
16800000, 182.88699,-7.4747803,-8.0198764,0.54509615,-8.3924891,0.37261265, 7658.8756,0.13194624, 1.3056747
16810000, 184.14811,-7.4677553,-8.0166102,0.54885492,-8.3885677,0.37195749, 7682.1576  0.076590392, 1.3017176
16820000,  181.4683, -7.474008,-8.0148757,0.54086772, -8.379901,0.36502522, 7687.0728,0.10386383, 1.3008853
16830000, 179.46203,-7.4875954,-8.0224835,0.53488802,-8.3895835,0.36710005, 7665.3653  0.097661342, 1.3045693
16840000, 179.06838,-7.4993816,-8.0330963,0.53371476,-8.3928074,0.35971101, 7669.5172,0.15917869,  1.303863
16850000, 177.91051,-7.4931809,-8.0234446,0.53026371,-8.3862578,0.36281328, 7668.7643,0.15165428, 1.3039911
16860000, 178.78935,-7.4849907,-8.0178738, 0.5328831,-8.3883182,0.37044447, 7678.2747  0.099797323, 1.3023759
16870000, 178.08435, -7.486877,-8.0176588,0.53078183,-8.3857351,0.36807622, 7680.1817  0.032176609, 1.3020525
16880000, 179.14872,-7.4871291,-8.0210833, 0.5339542,-8.3772702,0.35618686, 7674.4841,0.14775543, 1.3030192
16890000, 176.99447, -7.502539,-8.0300725,0.52753345,-8.3956857,0.36561327, 7679.2853  0.042889487, 1.3022045
16900000, 180.76215,-7.4900193,-8.0287823,0.53876304,-8.3903363,0.36155405, 7667.9783,0.13370153, 1.3041247
16910000,  179.0139,-7.4936837, -8.027236,0.53355238,-8.3968134, 0.3695774, 7677.3805  0.079073292, 1.3025276
16920000, 177.10597,-7.5035312, -8.031397,0.52786577,-8.3948924,0.36349546, 7649.5415,0.16960127, 1.3072679
16930000, 177.72459, -7.500115,-8.0298246,0.52970958,-8.3915608,0.36173622, 7667.7714,0.11470375, 1.3041599
16940000, 182.18765,-7.4771924,-8.0202042,0.54301176,-8.3836089, 0.3634047, 7670.4107  0.066281529, 1.3037112
16950000, 177.18613,-7.5010269,-8.0291316, 0.5281047,-8.3914976,0.36236595,  7655.916,0.13327778, 1.3061794
16960000, 175.66888,-7.5138593,-8.0374418,0.52358251,-8.3962706, 0.3588288,  7663.293,0.12096944,  1.304922
16970000, 178.47028,-7.5026702,-8.0346023, 0.5319321,-8.3938552,0.35925289, 7649.0408,0.18789467, 1.3073535
16980000, 176.67938,-7.5105068,-8.0371011, 0.5265943,-8.3947579,0.35765678, 7652.7474,0.13034688, 1.3067202
16990000, 175.61655,-7.5106231,-8.0340497,0.52342655,-8.3966472,0.36259757,  7663.642, 0.0754476, 1.3048626
17000000, 176.85316, -7.507739,-8.0348513,0.52711227, -8.398821,0.36396968, 7665.9742  0.075268521, 1.3044656
17010000, 176.39357,-7.5056805,-8.0314229,0.52574245,-8.3942285,0.36280563, 7668.1183,0.11600851, 1.3041009
17020000,  176.8437,-7.5099364,-8.0370205,0.52708407,-8.3942811,0.35726065,  7678.523  0.072955609, 1.3023338
17030000, 173.47005,-7.5251245,-8.0421534,0.51702889,-8.3997354,0.35758208, 7657.1413,0.12785089, 1.3059704
17040000, 176.77475,-7.5061474, -8.033026,0.52687858, -8.390384,0.35735803, 7666.9075  0.098931977, 1.3043069
17050000, 175.14578,-7.5119495,-8.0339729,0.52202342,-8.3946185,0.36064564, 7649.5404,0.10762056, 1.3072681
17060000, 176.47902,-7.5226603,-8.0486574,0.52599714,-8.4092852,0.36062781, 7655.2611  0.094002394, 1.3062912
17070000, 173.43275,-7.5302634,-8.0471811,0.51691771,-8.4032849,0.35610386, 7649.1931  0.092762725, 1.3073274
17080000, 174.45752,-7.5272165,-8.0471886,0.51997205,-8.4095543,0.36236565, 7671.9576  0.068815375, 1.3034483
17090000, 171.88724,-7.5263267, -8.038638,0.51231131,-8.4072957, 0.3686577, 7668.1071  0.055511249, 1.3041028
17100000, 174.62422,-7.5183514,-8.0388203, 0.5204689,-8.3972153,0.35839492, 7659.2011,0.10307196, 1.3056192
17110000, 172.64295,-7.5298584,-8.0444222,0.51456372,-8.4097856,0.36536346, 7668.8026  0.035057116, 1.3039845
17120000, 172.71357,-7.5298841,-8.0446582,0.51477419,-8.4068726,0.36221436, 7653.0437, 0.1100832, 1.3066697
17130000, 172.99429,-7.5228709,-8.0384818,0.51561088, -8.404349,0.36586715, 7659.0694,0.10801046, 1.3056417
17140000, 170.31383,-7.5362514,-8.0438731,0.50762175,-8.4092784,0.36540528, 7672.0738  0.013192483, 1.3034285
17150000,  173.1049,-7.5364761,-8.0524166,0.51594056,-8.4116146,0.35919796, 7660.7139  0.089535762, 1.3053614
17160000, 170.91206,-7.5379819,-8.0473866,0.50940478,-8.4098444, 0.3624578, 7653.7605  0.073016028, 1.3065473
17170000,  172.1744,-7.5374092,-8.0505764, 0.5131672,-8.4090154,0.35843903, 7664.0257,0.03117588, 1.3047973
17180000, 172.29114,-7.5378584,-8.0513735,0.51351512,-8.4116567,0.36028314, 7644.0713,0.12640709, 1.3082034
17190000, 170.96759,-7.5460399,-8.0556102,0.50957027, -8.412863,0.35725283, 7643.0907,0.13122798, 1.3083712
17200000, 172.46846,-7.5280173,-8.0420609,0.51404363,-8.4099058,0.36784494, 7659.1459  0.046839305, 1.3056286
17210000, 169.75158,-7.5534061,-8.0593521,0.50594595, -8.418722,0.35936992, 7649.2555, 0.1268707, 1.3073168
17220000, 172.71657,-7.5374194,-8.0522025,0.51478312,-8.4153699, 0.3631674, 7665.8538  0.031843876, 1.3044861
17230000, 169.42927,-7.5528688,-8.0578541, 0.5049853,-8.4174252,0.35957112,  7655.656  0.050899016, 1.3062238
17240000, 168.67408,-7.5633399,-8.0660744,0.50273445,-8.4299854,0.36391105, 7630.5904, 0.1192508, 1.3105146
17250000, 171.54786, -7.540425,-8.0517248,0.51129978,-8.4151972,0.36347239, 7645.5629, 0.1219247, 1.3079482
17260000, 171.40765,-7.5482042,-8.0590861,0.51088189,-8.4219082,0.36282215,  7649.893  0.082499653, 1.3072078
17270000, 170.53338,-7.5539185,-8.0621947,0.50827612,-8.4218336,0.35963891, 7641.0038,0.11609443, 1.3087286
17280000, 169.75489,-7.5492491,-8.0552049,0.50595581,-8.4132615,0.35805666, 7660.1402  0.069280127, 1.3054591
17290000, 168.44125,-7.5612301,-8.0632706, 0.5020405,-8.4222375,0.35896686, 7640.1374,0.15023649,  1.308877
17300000,  171.2836,-7.5561317,-8.0666438,0.51051216,-8.4197432,0.35309937, 7655.9964  0.079377774, 1.3061657
17310000, 167.22965,-7.5705771,-8.0690064,0.49842931,-8.4301546,0.36114813, 7653.0196  0.058989351, 1.3066738
17320000, 167.73768,-7.5667603,-8.0667038,0.49994352,-8.4254054,0.35870162,  7643.714  0.093924021, 1.3082646
17330000, 168.16493,-7.5622612,-8.0634781,0.50121692,-8.4271993,0.36372124,  7650.284,0.08435009,  1.307141
17340000, 167.60026,-7.5635094,-8.0630433,0.49953393,-8.4194141,0.35637076, 7647.6956  0.099589013, 1.3075834
17350000, 166.59331, -7.574696,-8.0712287,0.49653272, -8.432793,0.36156426, 7649.4192,0.10459411, 1.3072888
17360000, 167.12401, -7.572762,-8.0708765,0.49811446,  -8.42756,0.35668358,  7647.524,0.13318294, 1.3076128
17370000, 165.79547,-7.5767823,-8.0709371,0.49415472,-8.4312682,0.36033112, 7632.6073,0.12103693, 1.3101683
17380000, 167.16498,-7.5660191,-8.0642556,0.49823657,-8.4241932,0.35993757, 7645.7927,0.11003136, 1.3079089
17390000, 165.04867,-7.5846898,-8.0766187,0.49192888,-8.4338197,0.35720105, 7628.9477,0.14347475, 1.3107968
17400000, 166.87582,-7.5712419,-8.0686167,0.49737473,-8.4212642,0.35264752, 7648.6683  0.087776666, 1.3074171
17410000, 165.56871,-7.5815008,-8.0749797,0.49347887,-8.4384843, 0.3635046, 7633.6872  0.092369263, 1.3099829
17420000, 165.96069,-7.5803104,-8.0749576,0.49464719,-8.4324115,0.35745387, 7630.3936,0.12801639, 1.3105484
17430000, 167.40001,-7.5784056,-8.0773427,0.49893707,-8.4322807,0.35493808, 7642.0149, 0.1164074, 1.3085554
17440000, 164.28954,-7.5839412,-8.0736075,0.48966629,-8.4287345,0.35512698, 7646.3705,0.10872664,1.30781
17450000, 163.47003,-7.5773534,-8.0645772,0.48722375,-8.4302094,0.36563219, 7646.1164  0.063644671, 1.3078535
17460000, 164.55145,-7.5863072,-8.0767541,0.49044693,-8.4328318,0.35607764, 7645.7135  0.042349355, 1.3079224
17470000, 164.31885,-7.5872236,-8.0769772,0.48975367,-8.4367093,0.35973211, 7641.3866  0.080068003,  1.308663
17480000, 165.31077,-7.5852324,-8.0779425,0.49271009,-8.4383217,0.36037925, 7661.4296 0.0036161333, 1.3052394
