 0, 615.56177,-3.2527859,-5.0874727, 1.8346868,-5.9399902,0.85251747, 9815.2637  0.023666562, 1.0188213
 5090000,  473.2345,-4.2595155,-5.6699948, 1.4104792,-6.3603269, 0.6903321,  9319.098,0.13748584, 1.0730652
 5100000, 472.43383,-4.2388229,-5.6469158, 1.4080928,-6.3647482,0.71783245, 9331.8777 -0.012184387, 1.0715957
 5110000,474.103,-4.2639734,-5.6770412, 1.4130678,-6.3945436,0.71750242, 9282.9213,0.14609995, 1.0772471
 5120000,  474.0537,-4.2683806,-5.6813015, 1.4129209,-6.3791331,0.69783159,  9377.931  0.057808857, 1.0663333
 5130000, 472.71829,-4.2272842,-5.6362248, 1.4089407,-6.3311667,0.69494189, 9398.5157  0.010815826, 1.0639978
 5140000, 473.83992,-4.2389593, -5.651243, 1.4122837,-6.3509254,0.69968232,9417.21  0.068840786, 1.0618856
 5150000, 471.33269, -4.282962,-5.6877729, 1.4048109,-6.3809596,0.69318671, 9402.7281  0.084391523, 1.0635211
 5160000,470.253,-4.2459445,-5.6475373, 1.4015928,-6.3580443,0.71050702, 9373.2626  0.052852519, 1.0668644
 5170000, 474.19779,-4.2438792,-5.6572296, 1.4133503,-6.3751866,0.71795702, 9397.3985  0.048353166, 1.0641243
 5180000, 475.48045,-4.2600545,-5.6772278, 1.4171733,-6.3693239,0.69209611,  9377.415  0.077139657,  1.066392
 5190000, 472.13343,-4.2707101,-5.6779076, 1.4071975,-6.3707367,0.69282913, 9410.5543  0.022677927, 1.0626367
 5200000, 470.98333,-4.2963143,-5.7000839, 1.4037696, -6.395486,0.69540208, 9317.7019,0.20527635,  1.073226
 5210000, 473.31232,-4.2744395,-5.6851507, 1.4107112,-6.3941492,0.70899849, 9308.8296,0.15571932, 1.0742489
 5220000, 470.14732,-4.2963746,-5.6976525, 1.4012779,-6.3976732,0.70002073, 9296.1725,0.15343745, 1.0757115
 5230000, 465.85696,-4.3027656,-5.6912561, 1.3884904,-6.3872096,0.69595354, 9322.1956,0.15877713, 1.0727087
 5240000, 467.41529,-4.2762443,-5.6693794,  1.393135,-6.3678953, 0.6985159, 9318.1956,0.14277703, 1.0731691
 5250000, 470.96558,-4.2769706,-5.6806873, 1.4037167,-6.3898412,0.70915386, 9299.7331,0.13138174, 1.0752997
 5260000, 472.01346,-4.2587737,-5.6656137, 1.4068399,-6.3644964,0.69888274, 9328.0633, 0.1721236, 1.0720339
 5270000, 469.13487,-4.2652579,-5.6635182, 1.3982603,-6.3561876,0.69266934, 9359.4817  0.096743237, 1.0684352
 5280000, 468.85966,-4.3103118,-5.7077518,1.39744,-6.4137398,0.70598805, 9248.0302  0.077569454, 1.0813113
 5290000, 474.93453,-4.2846348, -5.700181, 1.4155462,-6.4069993,0.70681825, 9336.4947  0.070444255, 1.0710658
 5300000, 467.34879,-4.2832266,-5.6761635, 1.3929368,-6.3905519,0.71438838, 9310.2638,0.11419146, 1.0740834
 5310000, 469.18918,-4.2821929,-5.6806151, 1.3984221,-6.3865019,0.70588679, 9331.0391,0.14206111,  1.071692
 5320000, 469.31409,-4.3094765,-5.7082709, 1.3987944,-6.4068098,0.69853889, 9288.2834,0.15220233, 1.0766252
 5330000, 473.68941,-4.2812009, -5.693036, 1.4118351,-6.3947039,0.70166788, 9310.7466,0.11585806, 1.0740277
 5340000, 469.58662,-4.2955153,-5.6951221, 1.3996067,-6.3853551,0.69023308, 9363.7162  0.087562061, 1.0679521
 5350000, 468.96725,-4.2968584,-5.6946191, 1.3977607,-6.4030417,0.70842259, 9309.3949  0.066557568, 1.0741837
 5360000, 471.98446,-4.3034677,-5.7102212, 1.4067535, -6.398759,0.68853778, 9311.8591,0.12273989, 1.0738994
 5370000, 462.28359,-4.3135768,-5.6914168,1.37784,-6.3988614,0.70744461, 9302.6774  0.086605061, 1.0749593
 5380000, 467.55218,-4.3252638,-5.7188068,  1.393543,-6.4187554,0.69994863, 9296.6992  0.032175598, 1.0756506
 5390000, 465.30716,-4.3315004,-5.7183521, 1.3868517,-6.4218951,0.70354298, 9301.7  0.063389784, 1.0750723
 5400000, 467.40717,-4.3000653,-5.6931762, 1.3931108,-6.3901024,0.69692619, 9311.0733  0.075444608,1.07399
 5410000, 465.69432,-4.3251535,-5.7131591, 1.3880057,-6.4102836,0.69712447, 9225.5875,0.15983427, 1.0839418
 5420000,  466.9734,-4.3031226,-5.6949405,  1.391818,-6.3926072, 0.6976666, 9313.5179,0.12721718, 1.0737081
 5430000, 470.31034,-4.3030908,-5.7048545, 1.4017638,-6.4154445,0.71058999, 9300.7996  0.076451415, 1.0751764
 5440000,470.287,-4.3065801,-5.7082743, 1.4016942, -6.381431,0.67315673, 9378.4228,0.10111654, 1.0662774
 5450000, 474.81365, -4.276909,-5.6920949, 1.4151859,-6.3836571,0.69156222, 9345.7081  0.053965019, 1.0700099
 5460000, 461.83584,-4.3407846,  -5.71729, 1.3765054,-6.4214244, 0.7041344, 9260.4926,0.17110224, 1.0798562
 5470000, 464.69823,-4.3294902, -5.714527, 1.3850368,-6.4147885,0.70026153, 9319.4859  0.029196091, 1.0730206
 5480000,  458.0763, -4.347218,-5.7125181, 1.3653001,-6.4019427,0.68942463, 9256.8905,0.15538668, 1.0802764
 5490000, 460.41685,-4.3455352,-5.7178113, 1.3722761,-6.4168869,0.69907557, 9303.0169  0.084961382, 1.0749201
 5500000, 472.36069,-4.3108227,-5.7186975, 1.4078748,-6.4290162,0.71031871, 9267.8987  0.093597274, 1.0789932
 5510000, 464.89674,-4.3399482,-5.7255767, 1.3856285,-6.4140394,0.68846269, 9298.3974, 0.1519257, 1.0754541
 5520000,  461.1929, -4.364061,-5.7386501, 1.3745892, -6.420787,0.68213685, 9257.8098,0.13531667, 1.0801691
 5530000, 462.92167,-4.3405636,-5.7203053, 1.3797418,-6.4249258,0.70462047, 9328.5788 0.0032553914, 1.0719747
 5540000, 466.40303,-4.3227361,-5.7128541,  1.390118,-6.4146194,0.70176529, 9266.8301,0.18777235, 1.0791177
 5550000, 462.80762,-4.3471692,-5.7265711, 1.3794018,-6.4073223,0.68075119, 9259.3823,0.16210338, 1.0799857
 5560000, 468.96145,-4.3563916, -5.754135, 1.3977434,-6.4566789, 0.7025439, 9212.1452, 0.1338311, 1.0855235
 5570000, 471.93771,-4.3280567,-5.7346709, 1.4066142,-6.4538763,0.71920542, 9241.2567,0.11101307, 1.0821039
 5580000, 465.82807,-4.3414554,-5.7298597, 1.3884043,-6.4192477,0.68938798, 9292.2443,0.10381928, 1.0761663
 5590000, 460.92644,-4.3567165,-5.7305115,  1.373795,-6.4197205,0.68920902, 9288.9301,0.11810278, 1.0765502
 5600000, 467.06593,-4.3315161,-5.7236099, 1.3920938,-6.4198489,0.69623901, 9309.3849,0.06001602, 1.0741848
 5610000, 467.08608,-4.3352378,-5.7273916, 1.3921538,-6.4322065,0.70481487, 9284.2963,0.14409663, 1.0770876
 5620000, 461.00236,-4.3672553,-5.7412766, 1.3740213,-6.4272445,0.68596793, 9292.7189  0.072818178, 1.0761113
 5630000, 461.50051,-4.3679227,-5.7434287,  1.375506,-6.4138974,0.67046875, 9311.1592  0.054919457, 1.0739801
 5640000, 459.43935,-4.3676151,-5.7369777, 1.3693627,-6.4112738,0.67429609, 9271.5379,0.12804846, 1.0785697
 5650000,  468.4122, -4.339648,-5.7357543, 1.3961063,-6.4247528,0.68899846, 9298.5032  0.072899501, 1.0754419
 5660000, 456.43094,-4.3606662,-5.7210623, 1.3603961,-6.4274851,0.70642282, 9312.4289  0.022766429, 1.0738337
 5670000, 455.91067, -4.374375,-5.7332204, 1.3588454,-6.4274678,0.69424742, 9298.2766  0.032053568, 1.0754681
 5680000, 465.61597,-4.3351723,-5.7229444, 1.3877722,-6.4292777,0.70633331, 9277.5439,0.11153552, 1.0778715
 5690000, 457.83942,-4.3873574,-5.7519515, 1.3645941,-6.4609813,0.70902979, 9262.2952  0.034992496,  1.079646
 5700000, 458.01702,-4.3868399,-5.7519634, 1.3651234,-6.4333108,0.68134745, 9289.5563  0.090229712, 1.0764777
 5710000, 457.34561, -4.372495,-5.7356173, 1.3631223,-6.4267474,0.69113012, 9273.5607  0.097406692, 1.0783344
 5720000, 462.83491,-4.3690063,-5.7484895, 1.3794832,-6.4348723,0.68638287,  9281.825  0.009009894, 1.0773743
 5730000, 460.37027,-4.3343603,-5.7064976, 1.3721373, -6.402559,0.69606141, 9306.5266,0.12069898, 1.0745147
 5740000, 455.64941,-4.3695497,-5.7276164, 1.3580668,-6.4115904,0.68397401, 9310.0492  0.059491744, 1.0741082
 5750000, 463.05834,-4.3497199, -5.729869, 1.3801491,-6.4306438,0.70077476, 9274.8143,0.15779256, 1.0781887
 5760000, 456.45281,-4.3855128,-5.7459741, 1.3604613, -6.438613, 0.6926389, 9322.8041 -0.0018064376, 1.0726386
 5770000,458.585,-4.4018922,-5.7687085, 1.3668163,-6.4413038,0.67259531,9244.48, 0.1652343, 1.0817266
 5780000, 450.54347,-4.4044182,-5.7472667, 1.3428485,-6.4518613, 0.7045946, 9310.4084  0.015568004, 1.0740667
 5790000, 467.43606,-4.3595351, -5.752732,  1.393197,-6.4284967,0.67576467, 9316.0058,0.12686576, 1.0734214
 5800000, 458.45572,-4.3863922,-5.7528232,  1.366431,-6.4453425,0.69251926, 9280.1773, 0.0787451, 1.0775656
 5810000, 455.45163, -4.396593,-5.7540703, 1.3574773,-6.4522311,0.69816087,  9295.995  0.048759359, 1.0757321
 5820000,  456.1506,-4.4111234,-5.7706839, 1.3595605,-6.4591985,0.68851461, 9221.3341,0.18054971, 1.0844418
 5830000, 461.75925,-4.3974998,-5.7737769, 1.3762772,-6.4565571,0.68278015, 9268.5399,0.10703831, 1.0789186
 5840000, 460.83163,-4.4136698,-5.7871822, 1.3735124,-6.4529837,0.66580152, 9253.5081,0.24959426, 1.0806712
 5850000, 457.47004,-4.3957851,-5.7592783, 1.3634932,-6.4530489,0.69377063, 9259.6271,0.10192083, 1.0799571
 5860000,  454.8443, -4.363044,-5.7187111, 1.3556671,-6.4160898,0.69737872, 9295.4796  0.062231749, 1.0757917
 5870000, 457.66068,-4.4064258,-5.7704872, 1.3640613,-6.4530022,0.68251505, 9235.4421,0.16686825, 1.0827852
 5880000, 459.00064,-4.3923995,-5.7604546, 1.3680551,-6.4596753,0.69922073, 9231.2459  0.053645859, 1.0832774
 5890000, 459.35436,-4.3883854,-5.7574948, 1.3691094, -6.443893, 0.6863982, 9249.9095  0.090047941, 1.0810917
 5900000, 452.74887,-4.3961967,-5.7456184, 1.3494217,-6.4409474,0.69532898, 9301.5057,0.01270806, 1.0750948
 5910000, 458.16007,-4.4053982, -5.770948, 1.3655498,-6.4715818,0.70063384, 9222.7539,0.14899518, 1.0842748
 5920000, 453.03875,-4.4362034,-5.7864891, 1.3502857,-6.4593751,0.67288603, 9254.7201,0.16038921, 1.0805297
 5930000,  455.5263,-4.4195999,-5.7772997, 1.3576998,-6.4458295,0.66852975, 9256.5579,0.23297791, 1.0803152
 5940000, 456.87631,-4.4093681,-5.7710916, 1.3617235,-6.4595404,0.68844876, 9332.7166 -0.029696792, 1.0714994
 5950000, 452.77342,-4.4202773,-5.7697722, 1.3494948,-6.4573632,0.68759099,9238.16  0.015020163, 1.0824666
 5960000, 450.35456,-4.4381448,-5.7804302, 1.3422854,-6.4676567,0.68722655, 9200.0821,0.16876684, 1.0869468
 5970000, 450.82156,-4.4266516,-5.7703289, 1.3436773,-6.4550789,0.68474997, 9225.4613,0.11246486, 1.0839566
 5980000, 455.12127,-4.4126152,-5.7691078, 1.3564926,-6.4535583,0.68445047, 9227.9915, 0.1308041, 1.0836594
 5990000, 451.15328,-4.4386452,-5.7833112,  1.344666,-6.4638457, 0.6805345, 9290.3532  0.046503889, 1.0763853
 6000000, 449.68683,-4.4386383,-5.7789335, 1.3402952,-6.4448827,0.66594923, 9218.8526,0.11665684, 1.0847337
 6010000, 455.85131,-4.4319023,-5.7905708, 1.3586685,-6.4486562,0.65808539, 9309.1914  0.069541834, 1.0742072
 6020000,  456.4418,-4.4405984,-5.8010269, 1.3604285,-6.4675934,0.66656643, 9181.4641,0.23588776, 1.0891509
 6030000, 454.18229,-4.4229112,-5.7766052,  1.353694,-6.4710587,0.69445354, 9276.2916  0.081654324,  1.078017
 6040000, 451.82292,-4.4543859,-5.8010478, 1.3466619, -6.479833,0.67878518,  9217.724  0.095252205, 1.0848665
 6050000, 452.11961, -4.450156,-5.7977022, 1.3475462,-6.4868125, 0.6891103, 9235.2731  0.078942593,  1.082805
 6060000, 447.73341,-4.4601167,-5.7945897,  1.334473,-6.4780977,0.68350802, 9209.1099,0.14241858, 1.0858813
 6070000, 457.60106, -4.400646,-5.7645297, 1.3638837,-6.4452541,0.68072444, 9267.1764,0.12370904, 1.0790773
 6080000, 451.23907, -4.456766,-5.8016877, 1.3449217,-6.4696244,0.66793667, 9234.8906,0.13075093, 1.0828499
 6090000, 449.65905,-4.4633028,-5.8035152, 1.3402124, -6.477985,0.67446981, 9272.1398  0.063236507, 1.0784997
 6100000,  451.2253,-4.4588604,-5.8037411, 1.3448807,-6.4711432,0.66740218, 9268.1824  0.071084859, 1.0789602
 6110000, 449.82501,-4.4433817,-5.7840888, 1.3407071,-6.4651709, 0.6810821, 9299.5048  0.034732509, 1.0753261
 6120000,  446.0702,-4.4637909,-5.7933068, 1.3295158,-6.4774637,0.68415687, 9219.3166  0.073121116, 1.0846791
 6130000, 449.90662,-4.4656994,-5.8066497, 1.3409503,-6.4772295,0.67057984, 9258.5726  0.081591425, 1.0800801
 6140000, 452.90055,-4.4556739,-5.8055476, 1.3498737,-6.4785464,0.67299881, 9196.8125,0.11603585, 1.0873332
 6150000, 448.66115,-4.4656452,-5.8028834, 1.3372382,-6.4828095,0.67992606, 9232.5002,0.11577608, 1.0831302
 6160000, 449.26064,-4.4456161,-5.7846411,  1.339025,-6.4694403,0.68479918, 9220.5346,0.11604364, 1.0845358
 6170000, 447.98993,-4.5055267,-5.8407643, 1.3352376,-6.5216895,0.68092519, 9178.9565, 0.1323227, 1.0894485
 6180000, 447.19917, -4.498823,-5.8317037, 1.3328807, -6.504394,0.67269025, 9219.7699  0.064791847, 1.0846258
 6190000, 455.55331,-4.4405687,-5.7983491, 1.3577803,-6.4573717,0.65902264, 9277.4004  0.056825595, 1.0778881
 6200000, 449.10005,-4.4910997, -5.829646, 1.3385463,-6.4988708,0.66922483, 9173.0166,0.16889579, 1.0901539
 6210000, 451.28325,-4.5082002,-5.8532536, 1.3450534,-6.5306958,0.67744226,  9159.381,0.16126531, 1.0917768
 6220000, 451.66072,-4.4872457,-5.8334242, 1.3461784,-6.5081554,0.67473127, 9254.6909  0.064593001, 1.0805331
 6230000, 443.36786,-4.4915177,-5.8129792, 1.3214615,-6.5023315,0.68935231, 9183.0918  0.080644406, 1.0889579
 6240000, 448.30405,-4.5096176,-5.8457915, 1.3361738,-6.5219517,0.67616019, 9143.6653,0.16323603, 1.0936533
 6250000, 438.17159,-4.5372871,-5.8432611,  1.305974,-6.5115153,0.66825421, 9190.3664  0.082980637, 1.0880959
 6260000,  446.6016,-4.4759725,-5.8070721, 1.3310997,-6.4774341,0.67036192, 9244.7602,0.13258102, 1.0816938
 6270000,  445.3086,-4.4829972,-5.8102431, 1.3272459, -6.498982,0.68873888, 9223.0407  0.077047227, 1.0842411
 6280000, 447.82131,-4.4925103,-5.8272454,  1.334735,-6.5068456,0.67960025, 9228.4914,0.06970622, 1.0836007
 6290000, 448.73865,-4.5085081,-5.8459773, 1.3374692,-6.5180743,0.67209701,  9178.154  0.064600872, 1.0895437
 6300000, 446.76258,-4.4962506,-5.8278301, 1.3315795,-6.5076819,0.67985178, 9194.6151  0.048164951, 1.0875931
 6310000, 445.09332, -4.509583,-5.8361872, 1.3266042,-6.5185995,0.68241232, 9192.9508  0.065277148,1.08779
 6320000,  437.7579,-4.5203169,-5.8250578, 1.3047409,-6.5007914,0.67573358, 9197.5739  0.096318884, 1.0872432
 6330000, 442.60299,-4.5233093,-5.8424911, 1.3191818,-6.5115495,0.66905836, 9213.2725,0.16989017, 1.0853907
 6340000, 447.45069,-4.5010639,-5.8346942, 1.3336304,-6.5015122,0.66681794, 9214.7966  0.076501265, 1.0852111
 6350000, 445.27945,-4.4823065,-5.8094655,  1.327159,-6.4777708,0.66830538, 9235.2587  0.078259116, 1.0828067
 6360000, 440.32561,-4.5323617,-5.8447557,  1.312394,-6.5172909,0.67253514, 9191.7625  0.074531596, 1.0879306
 6370000,  443.8217,-4.4916526,-5.8144668, 1.3228142,-6.5082179,0.69375113,  9202.473 -0.016995423, 1.0866644
 6380000, 442.39445,-4.5262215,-5.8447818, 1.3185602,-6.5143467,0.66956491, 9226.0087  0.031674075, 1.0838923
 6390000, 438.50947,-4.5071387,-5.8141197,  1.306981,-6.4830442,0.66892452, 9223.0165  0.056428274,  1.084244
 6400000, 441.26962,-4.5396947,-5.8549023, 1.3152077,-6.5197963,0.66489395, 9162.2613,0.14113784, 1.0914336
 6410000, 440.18553,-4.5116948,-5.8236713, 1.3119765,-6.4986048, 0.6749335, 9207.7983,0.17156632, 1.0860359
 6420000, 439.06978,-4.5358562,-5.8445072,  1.308651,-6.5300821,0.68557484,  9191.946,0.12121569, 1.0879089
 6430000, 435.81904,-4.5585914,-5.8575535, 1.2989622,-6.5345074,0.67695391, 9124.8542,0.11530241, 1.0959079
 6440000, 440.20111,-4.5477667,-5.8597897,  1.312023,-6.5317588,0.67196913, 9187.1523  0.098801034, 1.0884766
 6450000, 436.63387,-4.5562651,-5.8576559, 1.3013908,-6.5100975,0.65244157, 9201.7481,0.10411607,1.08675
 6460000, 439.62397,-4.5424273,  -5.85273, 1.3103028,-6.5164957,0.66376568, 9157.5797,0.14292601, 1.0919916
 6470000, 433.62714,-4.5933194,-5.8857486, 1.2924292,-6.5410328,0.65528422, 9187.5224  0.095878417, 1.0884327
 6480000, 440.87914, -4.509306,-5.8233498, 1.3140438,-6.5002916,0.67694174, 9227.6678  0.074056242, 1.0836974
 6490000, 444.27227,-4.5320111,-5.8561682, 1.3241571,-6.5253353,0.66916709, 9154.9255,0.11484954, 1.0923082
 6500000, 436.72868,-4.5671558,-5.8688291, 1.3016734,-6.5251625,0.65633338, 9216.0713,0.12258776, 1.0850611
 6510000, 444.99554,-4.5245818,-5.8508946, 1.3263128,-6.5225513,0.67165674,  9152.922,0.17023357, 1.0925473
 6520000, 441.00465,-4.5398227,-5.8542407, 1.3144179,-6.5109426,0.65670199, 9191.6273,0.14970845, 1.0879466
 6530000, 436.79199,-4.5359413,-5.8378034,  1.301862,-6.5211918,0.68338841, 9171.9539  0.074444051, 1.0902802
 6540000, 438.50177,-4.5263422,-5.8333003, 1.3069581,-6.5162831,0.68298275, 9184.1769,0.14812101, 1.0888292
 6550000, 438.58246,-4.5564794,-5.8636779, 1.3071986,-6.5283512,0.66467326, 9196.6752,0.11347365, 1.0873495
 6560000, 434.21022, -4.578803,  -5.87297, 1.2941671,-6.5577542,0.68478418, 9156.5928  0.032271073, 1.0921093
 6570000,  442.4226, -4.532739,-5.8513831, 1.3186441,-6.5339789,0.68259583, 9201.0097  0.064320295, 1.0868372
 6580000, 443.15913, -4.538402,-5.8592414, 1.3208394,-6.5353344,0.67609303, 9183.4898  0.075975075, 1.0889107
 6590000, 440.65216,-4.5595057, -5.872873, 1.3133673,-6.5383369,0.66546396, 9192.1176  0.080453936, 1.0878886
 6600000, 438.33679,-4.5738625,-5.8803288, 1.3064664,-6.5524339,0.67210512,  9116.104,0.13942726, 1.0969598
 6610000, 439.70265,-4.5440078,-5.8545451, 1.3105373,-6.5039215,0.64937645, 9235.9793,0.11402278, 1.0827222
 6620000, 437.12626,-4.5803094,-5.8831677, 1.3028583,-6.5570172,0.67384947,  9168.099  0.054655384, 1.0907387
 6630000, 436.24381,-4.6150214,-5.9152495, 1.3002282,-6.5724299,0.65718039, 9127.1348  0.077850947, 1.0956341
 6640000, 441.31677,-4.5916363,-5.9069845, 1.3153482,-6.5602523,0.65326787, 9174.8395,0.11892705, 1.0899373
 6650000, 435.92234,-4.6178539, -5.917124, 1.2992701,-6.5723654,0.65524138, 9115.4229,0.14622024, 1.0970418
 6660000, 435.22589,-4.6054427, -5.902637, 1.2971943, -6.576775,0.67413796, 9162.5267  0.046762499,  1.091402
 6670000, 428.85801,-4.6529594,-5.9311742, 1.2782148,-6.5891967,0.65802249, 9132.3391  0.053609652, 1.0950097
 6680000, 442.37993, -4.578703,  -5.89722, 1.3185169,-6.5586946,0.66147459, 9096.7455,0.19916741, 1.0992942
 6690000, 436.52639,-4.6056677,-5.9067381, 1.3010704,-6.5767851,0.67004701, 9115.1779  0.095873734, 1.0970713
 6700000, 436.67915,-4.5932926,-5.8948184, 1.3015257,-6.5586978,0.66387939, 9172.3139  0.098122511, 1.0902374
 6710000, 435.87164, -4.601496, -5.900615, 1.2991189,-6.5662915,0.66567652, 9077.9388,0.19356309, 1.1015717
 6720000, 429.83357,-4.6056806,-5.8868031, 1.2811224,-6.5434471,0.65664402, 9183.4005  0.093906518, 1.0889213
 6730000, 426.86283,-4.6526001,-5.9248682, 1.2722681, -6.583072, 0.6582038, 9126.7689  0.074080698,  1.095678
 6740000, 428.24997,-4.6441269,-5.9205294, 1.2764025,-6.5798034,  0.659274, 9160.1474  0.075694552, 1.0916855
 6750000, 431.61131,-4.6088489,-5.8952699,  1.286421,-6.5507161,0.65544615, 9169.1572,0.11902077, 1.0906128
 6760000, 436.30575,-4.5987461,-5.8991589, 1.3004128,-6.5717052,0.67254627, 9138.4135  0.053191852, 1.0942819
 6770000, 431.86299,-4.6081294,-5.8953005, 1.2871711,-6.5504282,0.65512771, 9111.2989  0.080036296, 1.0975384
 6780000, 435.37149,-4.6011355,-5.8987638, 1.2976283, -6.567951,0.66918725, 9138.4465,0.11580858, 1.0942779
 6790000, 437.77238,-4.6009027,-5.9056868, 1.3047841,-6.5691699,0.66348305, 9128.2577,0.12858032, 1.0954993
 6800000, 432.21481,-4.6060548,-5.8942745, 1.2882197,-6.5574941,0.66321955, 9203.4276 0.0091217243, 1.0865517
 6810000, 430.73648,-4.6047915, -5.888605, 1.2838136,-6.5537845,0.66517946, 9163.9531,  0.122244, 1.0912321
 6820000, 435.42451,-4.6030756,-5.9008619, 1.2977863,-6.5578251,0.65696325, 9115.1283,0.13054295, 1.0970773
 6830000, 426.42342,-4.6189807,-5.8899391, 1.2709584,-6.5633185,0.67337938,  9170.332  0.021139356, 1.0904731
 6840000, 428.69797,-4.6407254,-5.9184632, 1.2777378,-6.5746411,0.65617791, 9131.0291,0.12912256, 1.0951668
 6850000, 433.04628,-4.6386369,-5.9293349, 1.2906979,-6.5865965,0.65726163, 9103.0434,0.11371528, 1.0985337
 6860000, 429.68395,-4.6677942,-5.9484706, 1.2806765,-6.5911011,0.64263041,  9149.284  0.086893281, 1.0929817
 6870000, 433.43092,-4.6108112,-5.9026555, 1.2918443,-6.5598891,0.65723351, 9132.9151,0.12644555, 1.0949406
 6880000, 428.16078,-4.6649312,-5.9410679, 1.2761367, -6.587181,0.64611314, 9094.9984  0.079050332, 1.0995054
 6890000, 427.48962,-4.6108146,-5.8849508, 1.2741363,-6.5429295,0.65797866, 9209.1702  0.014957162, 1.0858742
 6900000, 435.17343,-4.5974511, -5.894489, 1.2970379,-6.5695611, 0.6750721, 9175.3243  0.055360552, 1.0898797
 6910000, 433.40414,-4.6212373,-5.9130018, 1.2917645, -6.571511,0.65850916, 9145.3948,0.13594446, 1.0934465
 6920000, 431.16772,-4.6307181, -5.915817, 1.2850989,-6.5883467,0.67252974, 9121.1561,0.10135577, 1.0963523
 6930000, 428.85511,-4.6482614,-5.9264675, 1.2782061,-6.5725019,0.64603438, 9127.0131,0.04320096, 1.0956487
 6940000, 438.88229,-4.6247088, -5.932801, 1.3080922,-6.6020501,0.66924916, 9105.3173,0.17292343, 1.0982594
 6950000, 433.51948,-4.6384234,-5.9305317, 1.2921083,-6.5929732,0.66244148, 9124.1038  0.098427293, 1.0959981
 6960000, 430.25443,-4.6522792,-5.9346559, 1.2823768,-6.5798534,0.64519749,  9089.356,0.15001853,  1.100188
 6970000, 431.03402, -4.658284,-5.9429843, 1.2847004,-6.5893913,0.64640696, 9107.0943,0.12498116, 1.0980451
 6980000, 430.12318,-4.6845648,-5.9665504, 1.2819856,-6.6226398,0.65608939, 9114.2715  0.086735642, 1.0971804
 6990000, 437.13631,-4.6356555,-5.9385438, 1.3028883,-6.5766795,0.63813577, 9110.8726,0.12601443, 1.0975897
 7000000, 432.61314,-4.6692539,-5.9586609, 1.2894069,  -6.61806,0.65939916,  9096.816,0.08617161, 1.0992857
 7010000, 425.86789,-4.7090635,-5.9783662, 1.2693027,-6.6262798, 0.6479136, 9063.9646,0.10545688,1.10327
 7020000, 428.19099,-4.6903477,-5.9665744, 1.2762267,-6.6196868,0.65311245, 9093.3296  0.091905888, 1.0997072
 7030000, 427.58379,-4.7110814,-5.9854983, 1.2744169,-6.6226445, 0.6371462, 9047.5752,0.10824377, 1.1052685
 7040000, 426.42776,-4.7461296, -6.017101, 1.2709714,-6.6693094,0.65220834, 8992.7649,0.15238396, 1.1120051
 7050000, 423.02962,-4.7315609,-5.9924041, 1.2608432,-6.6388208,0.64641674, 9071.6914,0.11191652, 1.1023303
 7060000, 420.81375, -4.726518,-5.9807568, 1.2542388,-6.6516324, 0.6708756, 9063.1635,0.12671075, 1.1033675
 7070000, 418.71685,-4.7250454,-5.9730343, 1.2479889,-6.6268494,0.65381508, 9061.1081,0.18996541, 1.1036178
 7080000, 420.55477,-4.7395612,-5.9930281, 1.2534669,-6.6410704,0.64804231, 9056.9597, 0.1573938, 1.1041233
 7090000, 428.49973,-4.7328073,-6.0099542, 1.2771469,-6.6771094, 0.6671552, 9018.5881  0.092785316,  1.108821
 7100000, 421.62148,-4.7625849,-6.0192311, 1.2566462,-6.6838307,0.66459955, 9011.6528,0.12276541, 1.1096743
 7110000, 425.08811,-4.7492799,-6.0162585, 1.2669786, -6.671331,0.65507254, 9110.0674 -0.011061023, 1.0976867
 7120000, 425.76796,-4.7700283,-6.0390332, 1.2690049,-6.7080829,0.66904973, 9024.7644  0.061127098, 1.1080622
 7130000, 427.08772,-4.7537771,-6.0267155, 1.2729384, -6.680091,0.65337551, 9052.3098  0.091752728, 1.1046904
 7140000, 422.68531,-4.7793103,-6.0391273,  1.259817,-6.6843607, 0.6452334, 9047.6337,0.13799951, 1.1052614
 7150000, 427.06758,-4.7621703,-6.0350487, 1.2728784,-6.6948108,0.65976214, 9004.9913  0.041554486, 1.1104952
 7160000, 421.73823,-4.8268089,-6.0838031, 1.2569942,-6.7405094,0.65670628, 9006.5927  0.081982378, 1.1102978
 7170000, 427.08926,-4.8122566,-6.0851996,  1.272943,-6.7514038,0.66620418, 8946.0256  0.076969671, 1.1178148
 7180000, 429.45129,-4.8304429, -6.110426,  1.279983,-6.7801869,0.66976099, 8918.3898,0.12781592, 1.1212786
 7190000, 421.45318,-4.8526506,-6.1087952, 1.2561446, -6.776904,0.66810885, 8905.5877,0.12414284, 1.1228905
 7200000, 416.16761,-4.8413473,-6.0817382, 1.2403909, -6.743385, 0.6616468, 9020.1171  0.037041573, 1.1086331
 7210000, 420.83432,-4.8440675,-6.0983675, 1.2543001,-6.7835695,0.68520193, 8900.7458,0.10960512, 1.1235014
 7220000, 416.71461, -4.872661,-6.1146823, 1.2420213,-6.7995721,0.68488986, 8879.6833  0.041580676, 1.1261663
 7230000, 422.18843,-4.8705662,-6.1289022,  1.258336,-6.8027873,0.67388508,  8870.737  0.075611495,  1.127302
 7240000, 424.71665,-4.8825137,-6.1483851, 1.2658714,-6.8157189,0.66733374, 8892.5099  0.091766123, 1.1245419
