LAMMPS data file via write_data, version 11 Aug 2017, timestep = 3000000

3594 atoms
2 atom types

-7.1515986700731080e+00 7.1515986700731080e+00 xlo xhi
-7.1515986700731080e+00 7.1515986700731080e+00 ylo yhi
-7.1515986700731080e+00 7.1515986700731080e+00 zlo zhi

Masses

1 1
2 1

Atoms # atomic

803 1 -5.9692009191726907e+00 -6.5136974401079204e+00 -6.3222350351843009e+00 0 0 -2
2727 1 -6.9130640971908415e+00 -6.1487973017964874e+00 -6.2649853201301040e+00 -1 0 0
2521 1 -5.6979184776307426e+00 -5.6484491801942154e+00 -6.3972031840688350e+00 -1 7 4
1733 1 -6.4143604788422470e+00 -5.3509749977245562e+00 -5.9466980580156523e+00 -2 2 1
2029 1 -6.0399719837882113e+00 -6.0939052377275109e+00 -5.5032787059143651e+00 1 2 4
1481 1 -6.4638809363420648e+00 -3.7438592408692766e+00 -4.8002282088045831e+00 -1 -1 -8
3520 2 -4.8564056104373226e+00 -6.6639090495669624e+00 -5.8607794914922531e+00 3 -1 1
3416 2 -4.8456124114643702e+00 -5.9624674858802376e+00 -5.6527038356216082e+00 3 0 1
358 1 -4.5599091591342713e+00 -6.7823058267673337e+00 -7.0086770684225428e+00 -3 1 3
477 1 -4.6514162287742344e+00 -5.5267497177291007e+00 -6.6712930047328696e+00 4 -2 6
196 1 -5.2213807243521106e+00 -6.1675306421757421e+00 -6.8878700889335596e+00 -5 2 3
2114 1 -4.0514653408192389e+00 -6.1565553563728379e+00 -6.7825431670412861e+00 -3 -4 -6
897 1 -2.8319608440382629e+00 -6.8838359641794016e+00 -5.3699816646675496e+00 1 10 5
1004 1 -3.6014738416018175e+00 -6.7283258187344348e+00 -6.1815208276533875e+00 1 4 1
1671 1 -3.9057730641658650e+00 -5.6464254428873550e+00 -6.0255118708969988e+00 1 -1 2
534 1 -5.7936422644494190e-01 -5.2540662322622156e+00 -3.7700667128020222e+00 0 5 3
3268 2 -2.8521510514742063e+00 -5.9050471895560683e+00 -6.2887792919776224e+00 4 1 0
3454 2 -2.5902738087103669e+00 -6.5941977909949712e+00 -6.5972966926238392e+00 4 0 2
1107 1 -1.5150762989738373e+00 -6.2018398508477102e+00 -6.6972578253606905e+00 1 3 0
1905 1 -1.9377760705164784e+00 -6.3832059732438164e+00 -5.6326807604265818e+00 0 3 -3
20 1 -1.4426350166996240e+00 -5.7293880085776685e+00 -5.9655277809585847e+00 0 -2 0
1088 1 -7.1664678956069228e-01 -6.2763611047460000e+00 -5.9102797976354751e+00 5 6 1
3368 2 -5.1847423507884471e-01 -5.8700505614247627e+00 -6.9552107922917443e+00 1 1 -2
1652 1 -4.6143700411423261e-01 -5.5414188998598011e+00 -5.5349394527006384e+00 1 5 1
2240 1 -1.3684963151952791e+00 -6.9619476317644784e+00 -6.1820942946561539e+00 4 6 1
172 1 -3.8651336302001797e+00 -3.6727177856699922e+00 -4.7835290989259054e+00 3 -3 3
3366 2 -6.5963439132750663e+00 -5.4267885094006685e+00 -7.0672297864354130e+00 0 0 2
3495 2 -6.7965756702911744e+00 -4.7165162484893735e+00 -7.0152106765129849e+00 2 2 4
3029 2 -7.0231529882707155e+00 -4.0315119839709848e+00 -6.7274841200997617e+00 0 3 1
1406 1 -6.0707428615327181e+00 -4.4985133309637799e+00 -6.2170493025894791e+00 1 -2 -1
601 1 -5.5252575760847380e+00 -3.8668060886823730e+00 -6.5234527429993499e+00 0 0 -1
2269 1 -6.3234519694702005e+00 -5.0268696750911275e+00 -5.0893550516411086e+00 0 4 1
2641 1 -5.4911220507106808e+00 -4.9273734411881867e+00 -6.8958860250313005e+00 -6 4 2
2042 1 -4.8593699200645073e+00 -4.6294158465404118e+00 -6.4742224746591805e+00 -1 9 1
1918 1 -3.9777644548322892e+00 -4.9177114534664730e+00 -6.2921254800494832e+00 1 -5 -1
2326 1 -1.3695242376542804e+00 -6.5798785084736124e+00 -3.7374665282463257e+00 -3 1 -1
2912 2 -5.1753958718161179e+00 -5.2929712953360504e+00 -5.4746030671528398e+00 2 -1 2
2737 2 -5.3720824551022526e+00 -3.8405522677929587e+00 -5.2383032749049727e+00 1 1 0
1784 1 -4.2482668796920287e+00 -4.0961453610369487e+00 -5.5525397639242522e+00 1 1 -1
3574 2 -3.0706210895681485e+00 -4.3619673036944508e+00 -6.0125816284475739e+00 -1 0 1
1001 1 -3.9641923715020373e+00 -4.2645510250796512e+00 -6.7239563505877893e+00 2 4 2
2944 2 -2.8349592145862719e+00 -5.0869913261020603e+00 -6.0907297700402268e+00 -1 1 2
174 1 -3.6611382109965378e+00 -5.3792384612256292e+00 -7.0364164536533380e+00 0 -2 -4
2388 1 -4.1479816979659558e+00 -4.9340084970753111e+00 -5.2970137359940637e+00 -1 -1 4
83 1 -2.8243939194799772e+00 -3.9711307719409499e+00 -7.0552563575309026e+00 -3 4 1
1979 1 -1.8911821220269607e+00 -4.5837185145350272e+00 -5.6056335160228032e+00 -3 -2 4
2139 1 -1.8155204357343440e+00 -5.0688172326091827e+00 -6.3379841935274372e+00 3 -4 1
911 1 -2.0623056205340804e+00 -3.9706997456068875e+00 -6.2355738580080731e+00 0 -3 4
1255 1 -5.9378479354877474e+00 -7.1099238918284060e+00 -5.5984658311819429e+00 -4 0 1
3487 2 -7.0657092183649848e+00 -7.1110868144806094e+00 -5.3779775882684042e+00 -2 2 2
1235 1 -1.2730359635186259e+00 -3.9472495551484577e+00 -5.5062274591086524e+00 4 3 6
527 1 -1.0965645227873395e+00 -4.9832910868635807e+00 -5.6368126710748179e+00 1 6 1
3019 2 -6.7288451032252539e-01 -5.1307398673940847e+00 -6.8113805013626401e+00 -1 3 -1
3484 2 -8.4241949616167311e-01 -4.4201244483702098e+00 -6.5589125188521828e+00 2 3 -1
2627 1 -2.1268635806365959e+00 -4.5067141734138190e+00 -7.0335051501444417e+00 -6 1 7
1530 1 -6.9033984592537987e+00 -7.0377476612712906e+00 -4.0781854645863911e+00 4 -1 -2
2162 1 -6.2858719781373367e+00 -6.3928822384165809e+00 -4.3517854745932807e+00 -4 2 7
1312 1 -5.9988180153126676e+00 -5.6241341656576509e+00 -4.5898133336013585e+00 2 8 3
2828 2 -7.0826538591888637e+00 -6.3153565097837738e+00 -5.2078609901929038e+00 0 4 -1
2089 1 -6.7694395000644700e+00 -5.8899422713696943e+00 -3.7274857342267294e+00 4 4 -1
728 1 -2.1850392666610423e+00 -5.1504716753636908e+00 -3.6397672938022456e+00 4 5 4
833 1 -5.6845133218447685e+00 -6.6311047739736040e+00 -4.9018567565409494e+00 -4 4 0
361 1 -4.5389567605947505e+00 -5.8615199023140994e+00 -3.7960894009647648e+00 3 1 0
1994 1 -5.1825280965494471e+00 -5.9655020446341016e+00 -4.5306616722453210e+00 0 4 -1
2466 1 -4.6441888093327472e+00 -6.6996790857920336e+00 -4.6919469899238386e+00 0 -2 -1
2332 1 -3.7747213822772179e+00 -6.2440289130080107e+00 -5.3996755334083826e+00 -1 0 -2
1730 1 -4.3747273564601290e+00 -6.7295651280094182e+00 -3.9243498116179909e+00 -1 0 -3
2612 1 -4.3169772543424756e+00 -5.8300709199372696e+00 -4.7602593241423063e+00 0 3 1
3413 2 -3.4187080400026337e+00 -5.8875638818279672e+00 -4.0139830364560751e+00 -2 1 0
2835 2 -3.3637693958340869e+00 -6.6653830455480838e+00 -4.3020399365542454e+00 0 0 -1
2248 1 -3.4131006998784823e+00 -5.4217575866620775e+00 -5.0936559225463931e+00 1 2 -3
3537 2 -3.5844496727742126e-01 -6.6408209715800828e+00 -7.0967421087557172e+00 -4 -1 1
448 1 -2.0748464360468972e+00 -5.5031902748418338e+00 -5.3437143767278776e+00 -2 1 1
1344 1 -2.2087747005902507e+00 -6.3267801763935676e+00 -3.7977616356367556e+00 1 2 0
995 1 -2.7810913686011283e+00 -6.0774660946139658e+00 -5.1161007084382497e+00 1 0 -6
356 1 -2.2492356268187041e+00 -6.5547480026915501e+00 -4.6679317245414431e+00 3 -4 -3
1470 1 -2.3295073302925440e+00 -5.6471224017966906e+00 -4.3264408715987086e+00 0 -1 -3
2808 2 -1.0669887872024129e+00 -3.7007342663261289e+00 -6.6508523872087242e+00 -2 -4 1
3018 2 -1.0934574469153384e+00 -6.5600010487595659e+00 -4.8619743342015269e+00 -1 3 -2
3594 2 -1.2213624946946782e+00 -5.8731156346727813e+00 -4.6972720468582203e+00 -1 -1 0
1677 1 -5.5646377725543061e-01 -6.3118790525378232e+00 -3.9375397996297306e+00 -3 -1 0
1954 1 -6.6017944196297762e+00 -4.2660734423732762e+00 -5.4444524442536588e+00 1 2 -4
1210 1 -4.4538759681282070e-01 -4.2522063554647307e+00 -5.4369208913841600e+00 0 -1 -1
2350 1 -6.7419365399847377e+00 -4.1798383234156109e+00 -3.8527387718934021e+00 1 -2 1
964 1 -6.6000427819901990e+00 -5.1331783349041400e+00 -4.0640188987605148e+00 -2 -2 -3
1182 1 -6.1106657196983960e+00 -4.4212036636836203e+00 -4.4269679312900800e+00 2 5 -6
2981 2 -3.3098440307409711e+00 -3.6255278117019305e+00 -5.9181240249140705e+00 2 -2 1
138 1 -4.4690158026549875e+00 -5.0753457015936245e+00 -4.5270712256691921e+00 1 5 -3
606 1 -3.8059801455300017e+00 -7.1074263456418834e+00 -6.9194684926361658e+00 0 -7 2
1144 1 -5.3209477434969115e+00 -4.9180143964155434e+00 -4.3033374944878728e+00 3 0 3
3325 2 -5.2927084217328737e+00 -4.5550532727423212e+00 -5.4514306861912214e+00 2 1 0
1673 1 -5.1530815866766666e+00 -4.1754879068755848e+00 -4.1067834307008750e+00 6 1 0
715 1 -4.4692319128373761e+00 -4.2576429467769845e+00 -4.5998140939264935e+00 -1 -7 3
1702 1 -1.9016858479773795e+00 -5.5319028572628151e+00 -7.0511112640458267e+00 -1 4 -3
3536 2 -3.5371778444760347e+00 -5.1533800179644338e+00 -3.9394934532052832e+00 0 2 1
3562 2 -3.8429852719053335e+00 -4.5287424222801533e+00 -3.7834786598101511e+00 -2 1 0
26 1 -3.4180378845308015e+00 -4.4010068315294664e+00 -4.9317415606144239e+00 -2 2 3
104 1 -2.9931523536969298e+00 -3.8113264928093158e+00 -4.4058499455908908e+00 0 1 3
3285 2 -1.7870011604863052e+00 -3.7643352022265097e+00 -4.2319789270580150e+00 0 1 1
3322 2 -1.3852958496644305e+00 -5.1913864607262230e+00 -4.5505064388316629e+00 2 0 1
1643 1 -2.4346890559845180e+00 -4.0710513945698370e+00 -5.1262718938054608e+00 1 4 1
