LAMMPS data file via write_data, version 11 Aug 2017, timestep = 3000000

3594 atoms
2 atom types

-7.1515986700731080e+00 7.1515986700731080e+00 xlo xhi
-7.1515986700731080e+00 7.1515986700731080e+00 ylo yhi
-7.1515986700731080e+00 7.1515986700731080e+00 zlo zhi

Masses

1 1
2 1

Atoms # atomic

1665 1 -2.5921716603259863e+00 -4.9095815942502057e+00 -4.9214245708840894e+00 -1 -2 -1
3480 2 -1.4948546098978834e+00 -4.4779536683253989e+00 -4.4073634467083149e+00 0 -2 0
458 1 -2.6350370385845689e+00 -4.6539547715521223e+00 -4.1334591480967262e+00 2 -5 -3
1836 1 -3.1379843382259942e-01 -4.9708849735983511e+00 -4.8597222589722762e+00 4 4 3
954 1 -2.0903264420763978e-01 -4.4913061380174568e+00 -4.1438874161876011e+00 -3 2 0
842 1 -5.0156037055000091e-01 -3.8013720610025978e+00 -4.6729482277418768e+00 -1 1 2
1468 1 -5.1821937089965076e-02 -6.1062374793700451e+00 -4.9967663525415764e+00 -1 3 1
2200 1 -3.9048629058294861e+00 -7.1042354578967792e+00 -5.1565788656790739e+00 3 -1 1
582 1 -4.5132752631054220e+00 -3.7758399034113075e+00 -6.2466596458902206e+00 1 0 0
3545 2 -5.4552619150231862e+00 -6.8735643036749909e+00 -3.6997932208272450e+00 -1 0 1
3083 2 -3.8200587768266048e+00 -3.8564040120468106e+00 -3.5873209302639890e+00 1 0 1
1528 1 -6.1273635066153780e+00 -5.9588610389630992e+00 -2.3317154048217992e+00 1 2 -6
1013 1 -6.5527566622961446e+00 -6.5036355264494610e+00 -3.1554976985423062e+00 2 3 3
2106 1 -6.8710202444753330e+00 -6.2658328706358537e+00 -2.0871635437075495e+00 0 -1 0
2288 1 -6.8557273500379967e+00 -5.5804973935910409e+00 -2.9326802666950362e+00 -2 4 -2
2076 1 -6.8772659120774016e-02 -5.6207351501695069e+00 -2.0341946970071207e+00 2 2 0
2455 1 -5.8203269321054520e+00 -6.8376103278885996e+00 -2.4462978474323167e+00 1 0 -3
772 1 -4.7150711448690625e+00 -6.3282631706705015e+00 -2.7371986360070260e+00 -1 6 0
987 1 -5.2470939689722975e+00 -6.0148370111099698e+00 -2.1714612270170939e+00 -3 2 -1
2672 1 -4.2013992275157301e+00 -5.7064684523158959e+00 -3.0668687331538660e+00 -1 3 -4
3469 2 -5.5302581668388866e+00 -6.1358620277345377e+00 -3.4555089766065046e+00 2 1 0
2569 1 -1.4264181389350297e+00 -5.6635650517997513e+00 -3.4343213513319184e+00 -1 -2 3
1658 1 -4.8918629302925947e+00 -5.2006037004738648e+00 -2.5449401585616496e+00 -1 0 0
1855 1 -4.8849606041956664e+00 -6.0248420015183743e+00 -1.1504723105606374e+00 2 3 -1
347 1 -3.6527902507604497e+00 -6.3748940309223983e+00 -3.0247887688343003e+00 5 4 3
2805 2 -3.9783030124798162e+00 -6.8697669477856147e+00 -1.9341497252124755e+00 1 -1 -2
864 1 -2.8151717537669647e+00 -6.5902445723595919e+00 -3.0190033033983097e+00 0 -2 4
3141 2 -3.9603160970878144e+00 -6.1047240692837441e+00 -1.9422010000832985e+00 0 1 2
2119 1 -3.2971062818787695e+00 -5.4712731411934357e+00 -2.6730102433569840e+00 3 -4 2
1304 1 -2.9140985445179997e+00 -6.1630313656694975e+00 -2.2029774885886431e+00 -2 0 -2
123 1 -4.2494606503180492e+00 -6.9740491672840266e+00 -3.1425122986012228e+00 -3 -4 2
3001 2 -1.8166483795577779e+00 -5.8934002698294607e+00 -2.5085199968631562e+00 0 1 4
2785 2 -1.6809096570026192e+00 -6.6579653526220337e+00 -2.5298037656706471e+00 -2 1 -2
1691 1 -2.6885534169827636e+00 -5.7286344066477453e+00 -3.1624740851559507e+00 4 -4 -5
202 1 -1.8956671917654155e-01 -4.1492237771734617e+00 -1.6605803974077782e+00 2 -5 0
2544 1 -2.4791244316969170e+00 -6.6737644239565759e+00 -1.7119001912816598e+00 -4 1 2
2374 1 -3.6314481580490585e+00 -7.0775595708663044e+00 -6.2739529004647565e-01 3 1 -1
635 1 -1.2978969240264702e+00 -3.6330718278683092e+00 -2.9979355858799845e+00 2 2 1
1127 1 -6.2462193112527142e-01 -6.3201640383158013e+00 -2.1657348778899053e+00 -2 2 3
1728 1 -7.0608149166209344e-01 -5.9817404220572703e+00 -3.1775294303027328e+00 3 -4 -2
2486 1 -1.0958116994707412e+00 -5.6152628448042989e+00 -1.6496261283457878e+00 -1 -1 -3
1650 1 -7.7830998330038881e-01 -5.3709720913834929e+00 -2.5812007210146213e+00 1 -3 -1
2524 1 -2.6528845302733215e+00 -3.8044616765078816e+00 -3.5320628206706353e+00 1 3 0
1164 1 -5.9583365464349809e+00 -5.1216778318502030e+00 -2.0934515850960294e+00 -2 0 -3
1187 1 -6.6856566433352693e+00 -4.7119928729620302e+00 -2.3704419741519471e+00 4 1 1
3375 2 -5.9424907127986391e+00 -4.6303189208316358e+00 -3.1617020303392946e+00 1 1 3
2896 2 -5.9750938572714105e+00 -3.7889401609278512e+00 -2.9344053964057313e+00 0 2 0
1808 1 -6.4042482173723743e+00 -3.9632542688002177e+00 -1.9144211218782514e+00 0 -2 1
3228 2 -5.7197936069708195e+00 -5.4153621798513107e+00 -3.2510209728459585e+00 -1 -1 -2
796 1 -1.7371589497189861e+00 -3.5979714653364399e+00 -1.7079088034630097e-02 1 -1 -2
1846 1 -1.4284587447680082e+00 -4.6862733230383018e+00 -3.4542861264158198e-01 -3 0 1
2362 1 -5.0986726974104686e+00 -4.4531503332175273e+00 -2.3678264325201068e+00 2 -3 -1
647 1 -4.8352863439911422e+00 -4.1758889801739922e+00 -3.3209508095430738e+00 1 3 5
350 1 -4.2897902840320548e+00 -4.0137161334067395e+00 -2.5788045844296485e+00 2 -3 0
517 1 -7.1022651387928430e+00 -4.9363524590272920e+00 -3.3992410383503175e+00 3 4 2
2033 1 -3.2489645566019369e+00 -4.2643212861725823e+00 -2.5629307984873169e+00 -2 0 2
1885 1 -3.9597827213089714e+00 -4.8382166284766139e+00 -2.6701115678035601e+00 0 3 4
531 1 -3.0585250692034274e+00 -4.9002983534941569e+00 -1.8981148898483369e+00 -3 6 0
492 1 -7.0668261055923116e+00 -5.3603669630243616e+00 -2.0144422436417919e+00 -1 6 3
1604 1 -1.1937744027169588e+00 -4.3323575882277261e+00 -1.4028061428237750e+00 -2 -3 -4
2309 1 -2.7840133449225730e+00 -4.5998861167854432e+00 -3.1183065168210842e+00 3 -5 0
1741 1 -7.0747676373238981e+00 -6.6813378557539949e+00 -7.5721792491671192e-01 0 4 -2
3270 2 -1.9278329552221196e+00 -5.0737294662692580e+00 -2.2843324930539186e+00 -1 1 -1
3343 2 -2.1048973889234963e+00 -4.3158805366156692e+00 -2.1553286407090360e+00 1 -5 -2
37 1 -1.9900372822864281e+00 -4.2987140263297121e+00 -3.2697772792861870e+00 1 2 1
193 1 -2.9802685562419828e+00 -4.4755607020639072e+00 -1.0566301625465533e+00 -4 -3 1
2955 2 -2.4011990707731901e-01 -4.5436531257254380e+00 -6.8892196241483195e-01 2 -1 -2
2237 1 -1.0585787153454698e+00 -3.6832634592603744e+00 -1.8910705093495741e+00 -2 -2 6
1028 1 -1.1355137612384718e+00 -4.8113671409264835e+00 -3.1811353942522929e+00 5 0 3
666 1 -1.0081546852838068e+00 -4.3890318170973712e+00 -2.4652336040280174e+00 0 2 -3
1620 1 -6.7041445430963709e-01 -4.8489788824346167e+00 -1.8093454703528193e+00 0 0 0
2138 1 -1.2986128606003300e+00 -5.6019420399865538e+00 -6.9978510369967495e-02 -3 0 1
2496 1 -4.7300220839381524e+00 -5.0772352995818109e+00 -3.5358837653864241e+00 4 2 1
963 1 -6.4317474804493306e+00 -7.0209301238894106e+00 -1.6730474624902758e-01 1 2 1
3193 2 -6.0295737507075797e+00 -6.8724583873086598e+00 -1.1623038987575649e+00 2 1 0
2361 1 -3.6063098338745285e+00 -4.0321010022286679e+00 -6.8314945379031045e-01 -1 4 -2
3053 2 -6.1246455155325945e+00 -6.1055390239734448e+00 -1.2118829260278439e+00 1 -1 -4
3400 2 -6.3534717947020187e+00 -5.3546141441604025e+00 -1.0506365135606179e+00 0 0 2
1680 1 -1.9206940501400789e+00 -4.0449237984413600e+00 -8.5927636942917829e-01 3 5 -1
2607 1 -5.6251110295671003e+00 -5.0224714989063983e+00 -2.2793463536822678e-01 -3 -1 1
2422 1 -5.1919939420544292e+00 -6.7825232764513759e+00 -5.8980891584595607e-01 -1 1 0
1153 1 -3.9301431154084971e+00 -5.9466203126201806e+00 -6.1831264105004458e-01 -1 -3 2
2533 1 -5.3753343155258486e+00 -5.9393716686293541e+00 -4.3624371630597114e-01 1 -4 1
1096 1 -5.2502202386451167e+00 -5.3870663715157026e+00 -1.6080121317005300e+00 5 -2 -5
200 1 -5.0850677226775725e+00 -6.6861190398270498e+00 -1.6807480151876160e+00 0 -1 -1
566 1 -2.3152309016330923e+00 -4.8974237480108567e+00 -1.1628569579925232e+00 4 1 -2
1901 1 -4.4013569771794767e+00 -6.6766386336028862e+00 -8.6027195692409109e-01 4 -1 5
278 1 -3.1956949702839093e+00 -6.6043386753100002e+00 -1.1964344055105105e+00 -4 -5 0
1149 1 -3.2372510829237831e+00 -5.7808953321715517e+00 -1.0134025465191661e+00 1 -5 -2
2713 1 -2.6487008486603072e+00 -5.5964174828631457e+00 -1.5764880475817513e+00 -1 1 0
3109 2 -2.4799819120079141e+00 -6.3370572682379134e+00 -3.1784916691186460e-01 -2 -4 3
464 1 -1.9636452618368612e+00 -5.9754679395297865e+00 -1.3013014171496655e+00 2 -3 -2
2806 2 -2.5590962808284665e+00 -5.5495748329761634e+00 -2.0821667756448647e-01 0 1 0
2803 2 -2.3198457784337139e+00 -7.1152178544356923e+00 -4.3018689944554467e-01 1 -1 0
180 1 -6.5525458830658501e-01 -6.8896428690122153e+00 -3.0821267919800519e+00 0 -1 0
57 1 -1.5575323728402184e+00 -5.2408898664064383e+00 -1.0302364883734363e+00 -1 3 0
1492 1 -1.3837586414006813e+00 -6.2983665863006308e+00 -6.0812816715540929e-01 2 1 -4
1260 1 -1.1385630342891178e+00 -6.5892720483271372e+00 -1.4296072170963594e+00 -1 6 0
1342 1 -6.7289992851290661e+00 -6.0959939933060348e+00 -1.3455700551671423e-01 -5 0 4
2811 2 -2.0787551424058925e-01 -6.0924224821403721e+00 -9.3202670619511263e-01 0 -2 0
3031 2 -2.9136311897685374e-01 -5.3736515603550501e+00 -8.5328052889372419e-01 -1 -4 -2
340 1 -2.8866640040280798e+00 -7.1499170658698441e+00 -2.3320540195599904e+00 2 1 3
3044 2 -6.6552240784498125e+00 -3.8721171821870599e+00 -7.6165032452257719e-01 -1 1 -2
3302 2 -6.4972094749010703e+00 -4.6108629570569075e+00 -9.2630315344357772e-01 -1 -2 4
3172 2 -1.4037348935971572e-01 -6.8617031106210300e+00 -1.0639202000331052e+00 0 -1 -3
419 1 -4.8687241963163412e+00 -4.2221116382959956e+00 -3.0964116093065908e-01 -5 -2 -5
783 1 -5.6465727478897252e+00 -4.3697606242528888e+00 -1.8341060873288777e+00 3 7 2
2764 2 -4.4766148628701234e+00 -3.9125846195376677e+00 -1.3933014210967247e+00 2 -1 -1
1391 1 -5.2123556968502367e+00 -4.8521584130395556e+00 -9.7771287464693124e-01 -5 -1 -1
653 1 -5.4660198726633755e+00 -3.9955087077451119e+00 -9.8992058266162264e-01 0 -1 -5
3187 2 -4.2607481743980422e+00 -4.6676146589934540e+00 -1.5232074475971737e+00 -2 1 3
3346 2 -6.2420109605712071e-01 -3.8302295997218625e+00 -5.3859556091277749e-01 0 -2 -1
439 1 -4.5658889288533420e+00 -5.3756916065433993e+00 -6.7046109424928346e-01 -3 0 -3
3439 2 -4.0873997400790287e+00 -5.3744509803679428e+00 -1.7393136068827477e+00 1 1 0
1086 1 -3.5000529374571778e+00 -5.0152696100420346e+00 -7.9056747745612554e-01 0 -2 2
1403 1 -4.1730829788276314e+00 -4.7475753666325380e+00 -3.2800417889228939e-01 4 0 3
2610 1 -3.3512609509744009e+00 -4.0275891274906588e+00 -1.7261461242698148e+00 7 5 -4
146 1 -1.7897942121117447e+00 -7.0812534370732783e+00 -1.4097856432650806e+00 -2 -4 5
1431 1 -8.5009919345164064e-01 -4.1020700315311078e+00 -3.5280392096994251e+00 -4 2 -2
230 1 -6.6755442911024510e+00 -7.1053519356142818e+00 -2.1733712458509959e+00 0 1 -2
286 1 -2.4060145683625302e+00 -7.0240483532113140e+00 -3.5524426374076836e+00 -5 2 3
2739 2 -6.5887869807499833e-02 -3.8974185568945661e+00 -2.7414980613040196e+00 0 1 -2
2375 1 -3.5240646134740730e+00 -6.4623369073411441e+00 -2.9955089905675969e-02 -1 5 -2
3312 2 -6.8918160034481692e+00 -6.3151960992581619e+00 1.0040132630254792e+00 2 -1 -1
2749 2 -6.6788864654255908e+00 -6.9964103256721470e+00 8.5793566771241458e-01 1 2 1
114 1 -5.8043436026126987e+00 -5.8884990151268646e+00 7.9056287178497442e-01 2 -6 0
2221 1 -5.7835376854169454e+00 -5.2961809695262447e+00 1.5109445769482033e+00 0 -2 0
338 1 -6.0892489417214470e+00 -6.1100452117255291e+00 1.8909141597976902e+00 0 -4 -3
1690 1 -4.9538597876024006e+00 -5.8555328744543145e+00 1.5377796380471089e+00 0 -5 -1
3278 2 -4.5859829174849001e+00 -6.2872313191117479e+00 4.3923621218921038e-01 2 -1 -1
2293 1 -5.6059278632177723e+00 -6.5766954358260499e+00 1.2830647837117954e+00 3 -4 2
3528 2 -4.7272450633915852e+00 -5.5240634695657285e+00 4.9819790645337658e-01 5 1 0
369 1 -3.9019988871917670e+00 -3.5914033812383170e+00 3.4631247281521098e+00 4 -1 -2
2501 1 -5.6131995737028264e+00 -7.0260549171328703e+00 4.9868040440828310e-01 2 2 -2
793 1 -4.2658325296851753e+00 -6.3189360753281534e+00 1.7141590404364919e+00 2 -4 0
1193 1 -3.7317474476002968e+00 -6.7242924998889224e+00 1.1752315867353467e+00 1 2 -5
2553 1 -4.0400766864907238e+00 -5.3986700558991654e+00 1.3852797908919019e+00 4 3 -6
2586 1 -3.4234175791760939e+00 -5.9807698622885992e+00 7.7299118427339941e-01 -2 -2 -1
187 1 -2.8969673314216218e+00 -5.2143592282071136e+00 1.0006264373210279e+00 5 5 -5
1537 1 -3.6744011214017278e+00 -5.2712761336649709e+00 9.9429836169142582e-02 -3 2 -1
3341 2 -2.8615364408898749e+00 -7.1245786213998370e+00 1.7321046196188430e+00 1 -3 0
623 1 -2.3471203382338794e+00 -5.8873383528241217e+00 1.0214502686812814e+00 0 1 3
1035 1 -1.8726249588050115e+00 -6.4930821136478674e+00 1.6155952739578474e+00 -1 1 -1
2192 1 -1.9464588227198503e+00 -5.3485175261743603e+00 1.6346667887616011e+00 6 -1 1
2439 1 -2.6788615933385866e+00 -6.6265525443417390e+00 6.7012220078677842e-01 1 -2 -2
106 1 -3.8469934109401822e+00 -3.6590572197234548e+00 1.0824273629992334e+00 3 3 -2
1054 1 -1.6148584986788386e+00 -6.2632252357384255e+00 6.0259664485224995e-01 2 -1 -4
1293 1 -5.8169238888187280e-01 -5.7596367102707084e+00 2.6244563204068783e-01 0 -3 0
2929 2 -6.0905291938509443e-01 -6.9675624822751443e+00 1.4133483530239630e+00 2 -1 -1
3386 2 -8.3812044746448322e-01 -6.1582229852133752e+00 1.2622816944455320e+00 -1 1 0
1109 1 -1.5337756363356814e-01 -7.0034426030807309e+00 2.6977022074998303e+00 1 -1 -2
3164 2 -1.5132762520133474e+00 -5.6878350336924113e+00 3.5656126683856080e+00 -2 1 -2
2432 1 -6.7925893670644939e+00 -4.4508866427103291e+00 2.3552206220149063e-01 -1 -1 1
2470 1 -6.0051852319068120e+00 -4.8297680427038427e+00 7.5643483219486551e-01 0 4 -3
442 1 -6.2519191197036852e+00 -3.7328952835177787e+00 7.3082115615470045e-01 0 0 3
662 1 -6.3093613532959791e+00 -5.3313468746667887e+00 1.7880106255536088e-01 6 -7 -1
1319 1 -6.1942221369299180e+00 -4.2519996699135980e+00 1.4242623246310249e+00 2 2 -3
1310 1 -2.9149478357395520e-01 -5.0257649629753658e+00 2.3395693894607543e+00 6 -1 -2
618 1 -1.1906468538612938e+00 -5.3801663332968008e+00 2.5214268451313266e+00 -1 0 -1
3251 2 -4.9329829865432098e+00 -4.6889211474331205e+00 7.4873457602662352e-01 0 -1 0
2652 1 -5.3500921766803371e+00 -4.3911910512062384e+00 1.8559796821480727e+00 6 -1 -3
3233 2 -5.0197793623478919e+00 -3.9031037896120608e+00 8.5716362279632641e-01 1 0 -2
341 1 -3.6958076570545813e+00 -4.6731220789719679e+00 7.5867973590523885e-01 -1 2 -1
2382 1 -4.1646684263507545e+00 -4.3381130527477474e+00 1.6116933954333401e+00 2 3 4
132 1 -3.9596541823019487e+00 -4.1120841127552836e+00 1.9816616188551617e-01 -2 1 2
2596 1 -3.0600351843322713e+00 -4.2964483876115152e+00 1.1735861636721374e+00 3 -3 -1
3342 2 -2.8062032125270981e+00 -4.0369704922321787e+00 1.2061555748902286e-01 0 -1 -1
2234 1 -5.9713220131040732e+00 -6.2931387052073848e+00 6.9381937105440272e-02 0 6 1
